type,brand,model,chipset,vram,core_clock,boost_clock,color,length,price
GPU,VisionTek,900505,Radeon HD 7850,2000000000,860000000.0,,Black / Blue,,0.0
GPU,VisionTek,900506,Radeon HD 7870,2000000000,1000000000.0,,Black / Blue,,0.0
GPU,VisionTek,900530,Radeon HD 5450,500000000,650000000.0,,Black / Red,,0.0
GPU,VisionTek,900548,Radeon HD 7870,2000000000,1000000000.0,,Black / Red,,0.0
GPU,VisionTek,900549,Radeon HD 7750,1000000000,,,,,99.99
GPU,VisionTek,900556,Radeon HD 7970,3000000000,925000000.0,,Black / Red,279.0,0.0
GPU,VisionTek,900557,Radeon HD 7970 GHz Edition,3000000000,1000000000.0,,Black / Red,,0.0
GPU,VisionTek,900568,Radeon HD 7850,2000000000,860000000.0,,Black / Red,,0.0
GPU,VisionTek,900574,Radeon HD 7750,1000000000,,,Black / Red,170.18,137.65
GPU,VisionTek,900614,Radeon HD 7750,2000000000,,,Black / Red,,206.2
GPU,VisionTek,900648,Radeon R7 240,2000000000,750000000.0,800000000.0,Red / Silver,,0.0
GPU,VisionTek,900649,Radeon R7 250,1000000000,1000000000.0,,Black / Silver,,0.0
GPU,VisionTek,900650,Radeon R7 260X,2000000000,1100000000.0,1160000000.0,Black / Red,,0.0
GPU,VisionTek,900651,Radeon R9 270X,2000000000,1030000000.0,1080000000.0,Black / Red,,0.0
GPU,VisionTek,900653,Radeon R9 290,4000000000,662000000.0,947000000.0,Black / Red,276.0,0.0
GPU,VisionTek,900654,Radeon R9 290X,4000000000,1000000000.0,,Black / Red,292.0,0.0
GPU,VisionTek,900672,Radeon R9 290X,4000000000,1000000000.0,,Black / Red,292.0,0.0
GPU,VisionTek,900684,Radeon R7 240,2000000000,780000000.0,,Black / Red,,0.0
GPU,VisionTek,900685,Radeon R7 250,1000000000,1000000000.0,,Black / Red,,0.0
GPU,VisionTek,900689,Radeon R9 280,3000000000,827000000.0,,Black / Red,,0.0
GPU,VisionTek,900703,Radeon R9 295X2,8000000000,947000000.0,1018000000.0,Black / Silver,307.0,0.0
GPU,VisionTek,900746,Radeon R9 285,2000000000,945000000.0,,Black / Red,,0.0
GPU,VisionTek,900806,Radeon R7 360,2000000000,1050000000.0,,Black / Red,,147.95
GPU,VisionTek,900807,Radeon R7 370,2000000000,975000000.0,,Black / Silver,,0.0
GPU,VisionTek,900808,Radeon R9 380,2000000000,970000000.0,,Black / Red,,0.0
GPU,VisionTek,900809,Radeon R9 390,8000000000,1000000000.0,,Black / Red,,0.0
GPU,VisionTek,900810,Radeon R9 390X,8000000000,1050000000.0,,Black / Silver,,0.0
GPU,VisionTek,900814,Radeon R9 Fury X,4000000000,1050000000.0,,Black / Red,195.0,0.0
GPU,VisionTek,900829,Radeon R9 Nano,4000000000,1000000000.0,,Black / Red,153.0,0.0
GPU,VisionTek,900845,Radeon R9 380X,4000000000,,,Black / Silver,,0.0
GPU,VisionTek,900888,Radeon RX 480,8000000000,1120000000.0,1266000000.0,Black / Red,255.0,0.0
GPU,VisionTek,900905,Radeon RX 470,4000000000,926000000.0,1206000000.0,Black / Red,242.0,0.0
GPU,VisionTek,900961,Radeon RX 570,4000000000,1168000000.0,1264000000.0,Black / Red,242.0,0.0
GPU,VisionTek,901280,Radeon RX 5700 XT,8000000000,1605000000.0,1755000000.0,Black,272.0,0.0
GPU,VisionTek,901281,Radeon RX 5700,8000000000,1465000000.0,1725000000.0,Silver / Black,268.0,0.0
GPU,VisionTek,901315,Radeon RX 5500 XT,4000000000,1607000000.0,1845000000.0,Black,177.8,229.99
GPU,VisionTek,901316,Radeon RX 5500 XT,8000000000,1607000000.0,1845000000.0,Black,177.8,295.88
GPU,VisionTek,OC Limited Edition,Radeon RX 590,8000000000,1469000000.0,1600000000.0,Black / Red,270.0,0.0
GPU,VisionTek,R92904GVTNE,Radeon R9 290,4000000000,947000000.0,,Black / Red,275.0,0.0
GPU,VisionTek,Radeon HD 7790 1GB,Radeon HD 7790,1000000000,1000000000.0,,Black / Blue,224.0,0.0
GPU,VisionTek,Radeon R9 280X,Radeon R9 280X,3000000000,850000000.0,1000000000.0,Black / Red,,0.0
GPU,VisionTek,SFF,Radeon HD 7750,2000000000,800000000.0,,Red,130.0,129.99
GPU,VisionTek,VTK 9550128A,Radeon 9550,125000000,250000000.0,,,,0.0
GPU,XFX,Black Edition,Radeon RX 480,8000000000,1120000000.0,1328000000.0,Black / Red,254.0,0.0
GPU,XFX,Black Edition,Radeon RX 470,4000000000,926000000.0,1256000000.0,Black,240.0,0.0
GPU,XFX,Black Edition,Radeon R9 380,4000000000,1030000000.0,,Black / Silver,234.0,0.0
GPU,XFX,Black Edition,Radeon RX 470,4000000000,926000000.0,1280000000.0,Black,240.0,0.0
GPU,XFX,Black Edition,Radeon RX 580,8000000000,1405000000.0,1425000000.0,Black / White,279.4,449.99
GPU,XFX,Black Edition,Radeon RX 570,8000000000,1168000000.0,1328000000.0,Black / Red,243.0,219.99
GPU,XFX,Core Edition,Radeon R7 250X,2000000000,950000000.0,,Black / Silver,167.0,0.0
GPU,XFX,Core Edition,Radeon HD 7850,2000000000,860000000.0,,Black / Silver,198.0,0.0
GPU,XFX,Core Edition,Radeon R7 260X,1000000000,1075000000.0,,Black / Silver,167.0,0.0
GPU,XFX,Core Edition,Radeon R7 370,2000000000,995000000.0,,Black / Silver,220.0,0.0
GPU,XFX,Core Edition,Radeon HD 7850,1000000000,860000000.0,,Black / Silver,198.0,400.06
GPU,XFX,Core Edition,Radeon HD 6670,2000000000,800000000.0,,Black,151.0,0.0
GPU,XFX,Core Edition,Radeon R9 270,2000000000,900000000.0,925000000.0,Black,220.0,0.0
GPU,XFX,Core Edition,Radeon HD 7750,2000000000,800000000.0,,Black / Silver,168.0,0.0
GPU,XFX,Core Edition,Radeon R7 250,1000000000,800000000.0,,Black / Silver,210.0,0.0
GPU,XFX,Core Edition,Radeon R7 240,4000000000,730000000.0,780000000.0,Black,175.0,0.0
GPU,XFX,Core Edition,Radeon R7 260X,2000000000,1075000000.0,,Black,175.0,0.0
GPU,XFX,Core Edition,Radeon R7 240,2000000000,730000000.0,780000000.0,Black,177.0,0.0
GPU,XFX,Core Edition,Radeon R5 220,1000000000,650000000.0,,Black,174.0,0.0
GPU,XFX,Core Edition,Radeon R7 265,1000000000,,925000000.0,Black / Silver,220.0,0.0
GPU,XFX,Core Edition,Radeon R5 230,1000000000,625000000.0,,Black / Red,172.0,0.0
GPU,XFX,Core Edition,Radeon R7 250,2000000000,1000000000.0,1050000000.0,Black / Red,190.0,0.0
GPU,XFX,Core Edition,Radeon R7 250X,2000000000,1000000000.0,,Black / Silver,177.0,0.0
GPU,XFX,Core Edition,Radeon RX 550 - 512,4000000000,1203000000.0,,Black / Red,170.0,0.0
GPU,XFX,Core Edition,Radeon R7 360,2000000000,1050000000.0,,Black,234.0,0.0
GPU,XFX,Core Edition,Radeon R9 295X2,8000000000,1018000000.0,,Black / Silver,305.0,0.0
GPU,XFX,DD,Radeon RX 460,4000000000,1090000000.0,1220000000.0,Black / Red,238.0,0.0
GPU,XFX,DD,Radeon RX 460,2000000000,1090000000.0,1220000000.0,Black / Red,238.0,0.0
GPU,XFX,DD,Radeon R9 290X,8000000000,1000000000.0,,Black / Silver,295.0,0.0
GPU,XFX,DD,Radeon RX 580,8000000000,1257000000.0,1386000000.0,Black,266.0,0.0
GPU,XFX,DD,Radeon R9 285,2000000000,918000000.0,,Black,220.0,0.0
GPU,XFX,DD,Radeon R9 380,2000000000,990000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD,Radeon R7 370,4000000000,995000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD,Radeon R7 260X,2000000000,,1000000000.0,Black / Silver,198.0,0.0
GPU,XFX,DD,Radeon R9 290X,4000000000,1000000000.0,,Black / Silver,294.0,0.0
GPU,XFX,DD,Radeon R9 290,4000000000,947000000.0,,Black / Silver,295.0,0.0
GPU,XFX,DD,Radeon R7 360,2000000000,1050000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD,Radeon R9 280,3000000000,827000000.0,933000000.0,Black / Red,295.0,0.0
GPU,XFX,DD,Radeon R9 390X,8000000000,1090000000.0,,Black / Silver,295.0,0.0
GPU,XFX,DD,Radeon R9 290X,4000000000,1050000000.0,,Black / Silver,295.0,0.0
GPU,XFX,DD,Radeon R9 390,8000000000,1015000000.0,,Black / Silver,295.0,0.0
GPU,XFX,DD,Radeon R9 270X,4000000000,1000000000.0,1050000000.0,Black / Silver,251.0,0.0
GPU,XFX,DD,Radeon R9 390X,8000000000,1050000000.0,,Black / Silver,295.0,0.0
GPU,XFX,DD,Radeon R9 285,2000000000,975000000.0,,Black,220.0,0.0
GPU,XFX,DD,Radeon R9 390,8000000000,1050000000.0,,Black / Silver,295.0,0.0
GPU,XFX,DD,Radeon R7 370,2000000000,1040000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD,Radeon RX 5700 XT,8000000000,1605000000.0,1905000000.0,Black,293.0,0.0
GPU,XFX,DD,Radeon R9 270X,2000000000,1000000000.0,1050000000.0,Black / Silver,251.0,0.0
GPU,XFX,DD,Radeon R7 370,2000000000,995000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD,Radeon HD 7850,1000000000,860000000.0,,Black / Silver,198.0,0.0
GPU,XFX,DD,Radeon R9 270X,2000000000,1000000000.0,,Black,220.0,0.0
GPU,XFX,DD,Radeon R9 380,4000000000,990000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD,Radeon R9 380X,4000000000,1030000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD,Radeon R9 270X,2000000000,1100000000.0,,Black / Silver,261.0,0.0
GPU,XFX,DD,Radeon R9 280,3000000000,1000000000.0,,Black / Red,294.0,0.0
GPU,XFX,DD,Radeon R9 290,4000000000,980000000.0,,Black / Silver,294.0,0.0
GPU,XFX,DD,Radeon R9 270,2000000000,900000000.0,925000000.0,Black,220.0,0.0
GPU,XFX,DD,Radeon R9 280X,3000000000,1080000000.0,,Black / Silver,294.0,524.04
GPU,XFX,DD,Radeon R9 280X,3000000000,850000000.0,1000000000.0,Black / Silver,295.0,0.0
GPU,XFX,DD Ultra,Radeon RX 5700,8000000000,1565000000.0,1750000000.0,Black,293.0,0.0
GPU,XFX,DD XXX OC,Radeon R9 380,4000000000,990000000.0,,Black / Silver,234.0,0.0
GPU,XFX,DD XXX OC,Radeon R9 380X,4000000000,990000000.0,,Black / Silver,234.0,0.0
GPU,XFX,Double D FX-795A-TDKC,Radeon HD 7950,3000000000,925000000.0,,Black / Silver,236.0,0.0
GPU,XFX,FATBOY,Radeon RX 590,8000000000,1469000000.0,1580000000.0,Black / Red,270.0,0.0
GPU,XFX,FATBOY OC+,Radeon RX 590,8000000000,1580000000.0,1600000000.0,Black / Red,270.0,0.0
GPU,XFX,FX-775A-ZDP4,Radeon HD 7750,1000000000,900000000.0,,Black / Silver,223.0,0.0
GPU,XFX,FX-775A-ZNP4,Radeon HD 7750,1000000000,800000000.0,,Black / Silver,210.0,0.0
GPU,XFX,FX-777A-ZDB4,Radeon HD 7770,1000000000,1095000000.0,,Black / Silver,223.0,0.0
GPU,XFX,FX-777A-ZDF4,Radeon HD 7770,1000000000,1000000000.0,,Black / Silver,223.0,0.0
GPU,XFX,FX-777A-ZNBR,Radeon HD 7770 GHz Edition,1000000000,1095000000.0,,Black / Silver,,0.0
GPU,XFX,FX-777A-ZNF4,Radeon HD 7770,1000000000,1000000000.0,,Black / Silver,223.0,0.0
GPU,XFX,FX-777A-ZNJ4,Radeon HD 7770 GHz Edition,1000000000,1000000000.0,,Black / Silver,167.0,0.0
GPU,XFX,FX-779A-ZDB4,Radeon HD 7790,1000000000,1075000000.0,,Black / Silver,198.12,0.0
GPU,XFX,FX-785A-CDBC,Radeon HD 7850,2000000000,975000000.0,,Black / Silver,241.0,0.0
GPU,XFX,FX-785A-CDFC,Radeon HD 7850,2000000000,860000000.0,,Black / Silver,241.0,0.0
GPU,XFX,FX-785A-CNBC,Radeon HD 7850,2000000000,975000000.0,,Black / Silver,241.0,0.0
GPU,XFX,FX-785A-CNFC,Radeon HD 7850,2000000000,860000000.0,,Black / Silver,241.0,0.0
GPU,XFX,FX-785A-CNJC,Radeon HD 7850,2000000000,860000000.0,,Black / Silver,198.0,0.0
GPU,XFX,FX-785A-ZNFC,Radeon HD 7850,1000000000,860000000.0,,Black / Silver,198.0,0.0
GPU,XFX,FX-787A-CDBC,Radeon HD 7870 GHz Edition,2000000000,1050000000.0,,Black / Silver,241.0,0.0
GPU,XFX,FX-787A-CDFC,Radeon HD 7870,2000000000,1000000000.0,,Black / Silver,241.0,0.0
GPU,XFX,FX-787A-CNAC,Radeon HD 7870 GHz Edition,2000000000,1000000000.0,,Black / Silver,,0.0
GPU,XFX,FX-787A-CNFC,Radeon HD 7870,2000000000,1000000000.0,,Black / Silver,241.0,0.0
GPU,XFX,FX-795A-TDBC,Radeon HD 7950,3000000000,900000000.0,,Black / Silver,266.0,695.59
GPU,XFX,FX-795A-TDFC,Radeon HD 7950,3000000000,800000000.0,,Black / Silver,266.0,695.59
GPU,XFX,FX-795A-TDJC,Radeon HD 7950,3000000000,800000000.0,,Black / Silver,274.0,0.0
GPU,XFX,FX-795A-TNBC,Radeon HD 7950,3000000000,900000000.0,,Black / Silver,266.0,0.0
GPU,XFX,FX-795A-TNFC,Radeon HD 7950,3000000000,800000000.0,,Black / Silver,266.0,0.0
GPU,XFX,FX-797A-TDBC,Radeon HD 7970,3000000000,1000000000.0,,Black / Silver,274.0,0.0
GPU,XFX,FX-797A-TDFC,Radeon HD 7970,3000000000,925000000.0,,Black / Silver,274.0,0.0
GPU,XFX,FX-797A-TDKC,Radeon HD 7970,3000000000,925000000.0,,Black / Silver,274.0,0.0
GPU,XFX,FX-797A-TNBC,Radeon HD 7970,3000000000,1000000000.0,,Black / Red,274.0,537.66
GPU,XFX,FX-797A-TNFC,Radeon HD 7970,3000000000,925000000.0,,Black / Red,274.0,0.0
GPU,XFX,FX-799A-6NF9,Radeon HD 7990,6000000000,950000000.0,1000000000.0,Black / Silver,309.0,0.0
GPU,XFX,FX779AZNJ4,Radeon HD 7790,1000000000,1075000000.0,,Black / Silver,167.0,0.0
GPU,XFX,FX797ATDJC,Radeon HD 7970,3000000000,925000000.0,,Black / Silver,236.0,0.0
GPU,XFX,FX797GTDFC,Radeon HD 7970 GHz Edition,3000000000,1050000000.0,,Black / Silver,274.0,0.0
GPU,XFX,GS250XZSL4,GeForce GTS 250,1000000000,,,Black,,0.0
GPU,XFX,GT-430X-CAF2,GeForce GT 430,2000000000,700000000.0,,Black,178.0,0.0
GPU,XFX,GT-430X-ZAF2,GeForce GT 430,1000000000,700000000.0,,Black,,0.0
GPU,XFX,GT-520M-CNF2,GeForce GT 520,2000000000,810000000.0,,Black,,0.0
GPU,XFX,GT-520M-ZNF2,GeForce GT 520,1000000000,810000000.0,,Black,,0.0
GPU,XFX,GT-610N-CNF2,GeForce GT 610,2000000000,810000000.0,,Black,144.0,0.0
GPU,XFX,GT-610N-ZNF2,GeForce GT 610,1000000000,810000000.0,,Black,144.0,0.0
GPU,XFX,GT-620N-CNF2,GeForce GT 620,2000000000,700000000.0,,,170.0,100.0
GPU,XFX,GT-620N-ZNF2,GeForce GT 620,1000000000,700000000.0,,,170.0,137.59
GPU,XFX,GT630NCDF2,GeForce GT 630,2000000000,810000000.0,,Black / Silver,156.0,0.0
GPU,XFX,GT630NZDF2,GeForce GT 630,1000000000,810000000.0,,Black / Silver,156.0,0.0
GPU,XFX,GT640NCDF3,GeForce GT 640,2000000000,900000000.0,,Black / Silver,156.0,244.59
GPU,XFX,GTR,Radeon RX 480,8000000000,1120000000.0,1288000000.0,Black,280.0,0.0
GPU,XFX,GTR,Radeon RX 480,8000000000,1120000000.0,1338000000.0,Black,280.0,0.0
GPU,XFX,GTR XXX,Radeon RX 580,8000000000,1366000000.0,1386000000.0,Black / Red,270.0,240.49
GPU,XFX,GTR XXX,Radeon RX 580,8000000000,1257000000.0,1386000000.0,Black / White,280.0,0.0
GPU,XFX,GTR-S,Radeon RX 580,8000000000,1364000000.0,1450000000.0,Black / White,280.0,0.0
GPU,XFX,GTS,Radeon RX 580,8000000000,1257000000.0,1405000000.0,Black / Red,270.0,0.0
GPU,XFX,GTS,Radeon RX 580,8000000000,1405000000.0,1425000000.0,Black / Red,270.0,229.99
GPU,XFX,GTS,Radeon RX 580,8000000000,1405000000.0,1425000000.0,Black / Red,270.0,231.12
GPU,XFX,GTS XXX,Radeon RX 580,4000000000,1257000000.0,1386000000.0,,270.0,0.0
GPU,XFX,HD-435X-UAH2,Radeon HD 4350,250000000,600000000.0,,Black,,0.0
GPU,XFX,HD-435X-YAH2,Radeon HD 4350,500000000,600000000.0,,Black,,0.0
GPU,XFX,HD-435X-ZAH2,Radeon HD 4350,1000000000,600000000.0,,Black,167.0,0.0
GPU,XFX,HD-455X-YAF2,Radeon HD 4550,500000000,625000000.0,,Black,,0.0
GPU,XFX,HD-455X-ZAF2,Radeon HD 4550,1000000000,625000000.0,,Black,,0.0
GPU,XFX,HD-455X-ZAFR,Radeon HD 4550,1000000000,625000000.0,,Black / Blue,167.0,0.0
GPU,XFX,HD-465X-ZDF2,Radeon HD 4650,1000000000,600000000.0,,Black,,0.0
GPU,XFX,HD-465X-ZNL2,Radeon HD 4650,1000000000,600000000.0,,Black,177.0,0.0
GPU,XFX,HD-467X-DDF2,Radeon HD 4670,1000000000,750000000.0,,Black,167.0,0.0
GPU,XFX,HD-467X-ZDF2,Radeon HD 4670,1000000000,750000000.0,,Black,,125.0
GPU,XFX,HD-467X-ZDFR,Radeon HD 4670,1000000000,750000000.0,,Black,167.0,0.0
GPU,XFX,HD-467X-ZNL2,Radeon HD 4670,1000000000,650000000.0,,,,0.0
GPU,XFX,HD-485X-ZDFC,Radeon HD 4850,1000000000,625000000.0,,,,0.0
GPU,XFX,HD-485X-ZNFC,Radeon HD 4850,1000000000,625000000.0,,Black,,0.0
GPU,XFX,HD-545X-CDH2,Radeon HD 5450,2000000000,650000000.0,,Black,167.0,0.0
GPU,XFX,HD-545X-YNH2,Radeon HD 5450,500000000,650000000.0,,Black / Red,,0.0
GPU,XFX,HD-545X-YQH2,Radeon HD 5450,500000000,650000000.0,,Black,,114.59
GPU,XFX,HD-545X-YRH2,Radeon HD 5450,500000000,650000000.0,,Black,167.0,0.0
GPU,XFX,HD-545X-ZAF2,Radeon HD 5450,1000000000,650000000.0,,Black,,0.0
GPU,XFX,HD-545X-ZCH2,Radeon HD 5450,1000000000,650000000.0,,Black,182.0,170.48
GPU,XFX,HD-545X-ZHF2,Radeon HD 5450,1000000000,650000000.0,,Black / Red,,0.0
GPU,XFX,HD-545X-ZHH2,Radeon HD 5450,1000000000,650000000.0,,Black,167.0,0.0
GPU,XFX,HD-545X-ZNF2,Radeon HD 5450,1000000000,650000000.0,,Black / Red,,0.0
GPU,XFX,HD-545X-ZQH2,Radeon HD 5450,1000000000,650000000.0,,,182.0,0.0
GPU,XFX,HD-555X-ZNF2,Radeon HD 5550,1000000000,550000000.0,,Black,,0.0
GPU,XFX,HD-557X-ZHF2,Radeon HD 5570,1000000000,650000000.0,,Black,,0.0
GPU,XFX,HD-557X-ZHL2,Radeon HD 5570,1000000000,650000000.0,,Black,180.0,0.0
GPU,XFX,HD-557X-ZNF2,Radeon HD 5570,1000000000,650000000.0,,Black,,0.0
GPU,XFX,HD-567X-YNF3,Radeon HD 5670,500000000,775000000.0,,Black / Red,168.0,0.0
GPU,XFX,HD-567X-ZNF3,Radeon HD 5670,1000000000,775000000.0,,Black / Red,,0.0
GPU,XFX,HD-567X-ZNL3,Radeon HD 5670,1000000000,775000000.0,,Black,181.0,0.0
GPU,XFX,HD-575X-ZMF3,Radeon HD 5750,1000000000,700000000.0,,Black / Red,200.0,0.0
GPU,XFX,HD-575X-ZNFC,Radeon HD 5750,1000000000,700000000.0,,Blue / Red,184.0,0.0
GPU,XFX,HD-575X-ZNFR,Radeon HD 5750,1000000000,700000000.0,,,200.0,0.0
GPU,XFX,HD-577A-ZNFC,Radeon HD 5770,1000000000,850000000.0,,Black / Red,215.0,0.0
GPU,XFX,HD-577X-Z5F3,Radeon HD 5770,1000000000,850000000.0,,Black / Red,,0.0
GPU,XFX,HD-577X-ZMF3,Radeon HD 5770,1000000000,850000000.0,,Black / Red,223.0,0.0
GPU,XFX,HD-577X-ZNFC,Radeon HD 5770,1000000000,850000000.0,,Black / Red,215.0,0.0
GPU,XFX,HD-577X-ZNLC,Radeon HD 5770,1000000000,850000000.0,,,,0.0
GPU,XFX,HD-583X-ZAFC,Radeon HD 5830,1000000000,800000000.0,,Black / Red,,0.0
GPU,XFX,HD-583X-ZAFV,Radeon HD 5830,1000000000,800000000.0,,Black / Red,,0.0
GPU,XFX,HD-585X-ZABC,Radeon HD 5850,1000000000,755000000.0,,Black / Red,,0.0
GPU,XFX,HD-585X-ZAFC,Radeon HD 5850,1000000000,725000000.0,,Black / Red,,0.0
GPU,XFX,HD-587A-CNF9,Radeon HD 5870,2000000000,850000000.0,,,,0.0
GPU,XFX,HD-587X-ZNFC,Radeon HD 5870,1000000000,850000000.0,,Black / Red,,0.0
GPU,XFX,HD-597A-CNB9,Radeon HD 5970,2000000000,725000000.0,,Black / Red,304.0,0.0
GPU,XFX,HD-597X-ENFN,Radeon HD 5970,4000000000,850000000.0,,,,0.0
GPU,XFX,HD-645X-CNH2,Radeon HD 6450,2000000000,650000000.0,,Black,167.0,0.0
GPU,XFX,HD-645X-YNH2,Radeon HD 6450,500000000,625000000.0,,,181.0,0.0
GPU,XFX,HD-645X-ZNH2,Radeon HD 6450,1000000000,625000000.0,,Black,,0.0
GPU,XFX,HD-645X-ZQH2,Radeon HD 6450,1000000000,650000000.0,,Black,181.0,121.59
GPU,XFX,HD-645X-ZQHP,Radeon HD 6450,1000000000,625000000.0,,Black,181.0,0.0
GPU,XFX,HD-657X-CNF2,Radeon HD 6570,2000000000,650000000.0,,Black,149.0,0.0
GPU,XFX,HD-657X-CNH3,Radeon HD 6570,2000000000,650000000.0,,Black,149.0,0.0
GPU,XFX,HD-657X-ZDF2,Radeon HD 6570,1000000000,650000000.0,,Black,176.0,0.0
GPU,XFX,HD-657X-ZHF2,Radeon HD 6570,1000000000,650000000.0,,,149.0,0.0
GPU,XFX,HD-657X-ZNFQ,Radeon HD 6570,1000000000,650000000.0,,,149.0,0.0
GPU,XFX,HD-667X-CLF3,Radeon HD 6670,2000000000,800000000.0,,Black / Red,167.0,0.0
GPU,XFX,HD-667X-CNF3,Radeon HD 6670,2000000000,800000000.0,,Black,149.0,0.0
GPU,XFX,HD-667X-ZAF3,Radeon HD 6670,1000000000,800000000.0,,Black / Red,162.0,119.01
GPU,XFX,HD-667X-ZHF3,Radeon HD 6670,1000000000,800000000.0,,Black,149.0,0.0
GPU,XFX,HD-667X-ZNFQ,Radeon HD 6670,1000000000,800000000.0,,Black,149.0,0.0
GPU,XFX,HD-667X-ZWF4,Radeon HD 6670,1000000000,800000000.0,,Black / Silver,198.0,0.0
GPU,XFX,HD-675X-ZDFC,Radeon HD 6750,1000000000,700000000.0,,Black / Red,200.0,0.0
GPU,XFX,HD-675X-ZMFR,Radeon HD 6750,1000000000,700000000.0,,,200.0,0.0
GPU,XFX,HD-675X-ZNLC,Radeon HD 6750,1000000000,700000000.0,,Black,220.0,0.0
GPU,XFX,HD-677X-Z5F3,Radeon HD 6770,1000000000,850000000.0,,,223.0,0.0
GPU,XFX,HD-677X-ZNFC,Radeon HD 6770,1000000000,850000000.0,,Black / Silver,200.0,0.0
GPU,XFX,HD-677X-ZNLC,Radeon HD 6770,1000000000,850000000.0,,Black,220.0,0.0
GPU,XFX,HD-679X-ZDFC,Radeon HD 6790,1000000000,840000000.0,,Black / Silver,261.0,0.0
GPU,XFX,HD-679X-ZNFC,Radeon HD 6790,1000000000,840000000.0,,Black / Silver,219.0,0.0
GPU,XFX,HD-679X-ZRFC,Radeon HD 6790,1000000000,840000000.0,,Black / Silver,234.0,0.0
GPU,XFX,HD-685A-ZCFC,Radeon HD 6850,1000000000,775000000.0,,Black / Silver,198.0,0.0
GPU,XFX,HD-685X-ZCFC,Radeon HD 6850,1000000000,775000000.0,,Black / Silver,219.0,0.0
GPU,XFX,HD-685X-ZDFC,Radeon HD 6850,1000000000,775000000.0,,Black / Silver,234.0,0.0
GPU,XFX,HD-685X-ZNBC,Radeon HD 6850,1000000000,820000000.0,,Black / Silver,234.0,0.0
GPU,XFX,HD-685X-ZNDC,Radeon HD 6850,1000000000,800000000.0,,Black / Silver,234.0,0.0
GPU,XFX,HD-685X-ZNFC,Radeon HD 6850,1000000000,775000000.0,,Black / Silver,234.0,0.0
GPU,XFX,HD-685X-ZNFR,Radeon HD 6850,1000000000,775000000.0,,Black / Silver,234.0,0.0
GPU,XFX,HD-687A-CDFC,Radeon HD 6870,2000000000,900000000.0,,,261.0,0.0
GPU,XFX,HD-687A-ZDBC,Radeon HD 6870,1000000000,940000000.0,,Black / Silver,261.0,0.0
GPU,XFX,HD-687A-ZDFC,Radeon HD 6870,1000000000,900000000.0,,Black / Silver,261.0,0.0
GPU,XFX,HD-687A-ZHFC,Radeon HD 6870,1000000000,900000000.0,,Black / Silver,219.0,0.0
GPU,XFX,HD-687A-ZNBC,Radeon HD 6870,1000000000,940000000.0,,Black / Silver,261.0,89.99
GPU,XFX,HD-687A-ZNFC,Radeon HD 6870,1000000000,900000000.0,,Black / Red,261.0,0.0
GPU,XFX,HD-687X-CNFC,Radeon HD 6870,2000000000,900000000.0,,,219.0,0.0
GPU,XFX,HD-695A-CNFC,Radeon HD 6950,2000000000,800000000.0,,Black / Red,287.0,0.0
GPU,XFX,HD-695X-CDDC,Radeon HD 6950,2000000000,830000000.0,,Black / Silver,256.0,0.0
GPU,XFX,HD-695X-CDFC,Radeon HD 6950,2000000000,800000000.0,,Black / Silver,256.0,0.0
GPU,XFX,HD-695X-CNDC,Radeon HD 6950,2000000000,830000000.0,,Black / Silver,259.0,0.0
GPU,XFX,HD-695X-CNFC,Radeon HD 6950,2000000000,800000000.0,,Black / Silver,259.0,0.0
GPU,XFX,HD-695X-ZDFC,Radeon HD 6950,1000000000,800000000.0,,Black / Silver,256.0,0.0
GPU,XFX,HD-695X-ZNDC,Radeon HD 6950,1000000000,830000000.0,,Black / Silver,259.0,0.0
GPU,XFX,HD-695X-ZNFC,Radeon HD 6950,1000000000,800000000.0,,Black / Red,259.0,0.0
GPU,XFX,HD-697A-CNDC,Radeon HD 6970,2000000000,900000000.0,,Black / Red,287.0,0.0
GPU,XFX,HD-697A-CNFC,Radeon HD 6970,2000000000,880000000.0,,Black / Red,287.0,0.0
GPU,XFX,HD-699A-ENF9,Radeon HD 6990,4000000000,830000000.0,,Black / Red,,0.0
GPU,XFX,HD555XZHF2,Radeon HD 5550,1000000000,550000000.0,,Black,,0.0
GPU,XFX,HD557XZNFR,Radeon HD 5570,1000000000,650000000.0,,Black,,0.0
GPU,XFX,HD695XZDDC,Radeon HD 6950,1000000000,830000000.0,,Black / Silver,256.0,0.0
GPU,XFX,Nano,Radeon R9 Nano,4000000000,1000000000.0,,Black / Red,152.0,0.0
GPU,XFX,PV-T95G-ZNF2,GeForce 9500 GT,1000000000,550000000.0,,Black / Green,167.0,0.0
GPU,XFX,PVT86SWHLG,GeForce 8400 GS,250000000,567000000.0,,Black,,0.0
GPU,XFX,PVT86SYHLG,GeForce 8400 GS,500000000,567000000.0,,Black,,0.0
GPU,XFX,PVT94GYHH2,GeForce 9400 GT,500000000,550000000.0,,Black,175.0,0.0
