type,brand,model,chipset,vram,core_clock,boost_clock,color,length,price
GPU,AMD,100-505724,FirePro W7100,8000000000,824000000.0,,Black / Red,279.0,387.98
GPU,AMD,100-505841,FirePro 2450,500000000,600000000.0,,Black / Red,170.0,98.99
GPU,AMD,100-505956,Radeon Pro WX 8200,8000000000,1200000000.0,1530000000.0,Blue,267.0,967.17
GPU,AMD,100-505957,Radeon Pro WX 9100,16000000000,1200000000.0,1500000000.0,Blue,267.0,1509.0
GPU,AMD,100-505989,FirePro W9100,32000000000,930000000.0,,Black / Red,275.0,0.0
GPU,AMD,100-505999,Radeon Pro WX 3100,4000000000,925000000.0,1219000000.0,Blue,145.0,163.98
GPU,AMD,100-506001,Radeon Pro WX 2100,2000000000,925000000.0,1219000000.0,Blue,145.0,129.99
GPU,AMD,100-506048,Radeon Pro Duo Polaris,32000000000,1243000000.0,,Blue,305.0,2619.0
GPU,AMD,100-506061,Vega Frontier Edition,16000000000,1440000000.0,1600000000.0,Blue / Gold,267.0,0.0
GPU,AMD,100-506062,Vega Frontier Edition Liquid,16000000000,1500000000.0,1600000000.0,Gold / Blue,267.0,1699.89
GPU,AMD,100-506085,Radeon Pro W5700,8000000000,1243000000.0,1930000000.0,Blue / Silver,267.0,798.99
GPU,AMD,100-506095,Radeon Pro W5500,8000000000,1354000000.0,1900000000.0,Blue / White,241.3,399.0
GPU,AMD,100-506115,Radeon Pro WX 3200,4000000000,1250000000.0,1290000000.0,Blue / Black,167.64,184.99
GPU,AMD,100-506163,Radeon Pro VII,16000000000,1400000000.0,1700000000.0,Blue / Silver,305.0,1899.0
GPU,AMD,310455937500,Radeon HD 6770,1000000000,,,,,0.0
GPU,AMD,FirePro 2270,FirePro 2270,1000000000,600000000.0,,Black / Red,170.0,0.0
GPU,AMD,FirePro 2270,FirePro 2270,500000000,600000000.0,,Black / Red,170.0,98.99
GPU,AMD,FirePro 2270,FirePro 2270,500000000,600000000.0,,Black / Red,170.0,0.0
GPU,AMD,FirePro 2450,FirePro 2450,500000000,600000000.0,,Black / Red,170.0,98.99
GPU,AMD,FirePro 2460,FirePro 2460,500000000,,,Black / Red,,129.97
GPU,AMD,FirePro 2460,FirePro 2460,500000000,600000000.0,,Black / Red,170.0,0.0
GPU,AMD,FirePro R5000,FirePro R5000,2000000000,825000000.0,,Black / Red,279.0,0.0
GPU,AMD,FirePro RG220A,FirePro RG220A,500000000,500000000.0,,Black / Red,168.0,0.0
GPU,AMD,FirePro S7000,FirePro S7000,4000000000,950000000.0,,Black / Silver,292.0,1218.5
GPU,AMD,FirePro S9050,FirePro S9050,12000000000,900000000.0,,Black / Silver,254.0,0.0
GPU,AMD,FirePro S9150,FirePro S9150,16000000000,900000000.0,,Black / White,267.0,0.0
GPU,AMD,FirePro V3900,FirePro V3900,1000000000,650000000.0,,Black / Red,168.0,65.54
GPU,AMD,FirePro V4900,FirePro V4900,1000000000,800000000.0,,Black / Red,163.0,0.0
GPU,AMD,FirePro V5800,FirePro V5800,1000000000,700000000.0,,Black / Red,229.0,0.0
GPU,AMD,FirePro V5900,FirePro V5900,2000000000,600000000.0,,Black / Red,230.0,0.0
GPU,AMD,FirePro V7900,FirePro V7900,2000000000,725000000.0,,Black / Red,279.0,0.0
GPU,AMD,FirePro V7900 SDI,FirePro V7900 SDI,2000000000,725000000.0,,Black / Red,279.0,209.98
GPU,AMD,FirePro W2100,FirePro W2100,2000000000,630000000.0,,Black / Red,,73.98
GPU,AMD,FirePro W4100,FirePro W4100,2000000000,630000000.0,,Black / Red,171.0,149.94
GPU,AMD,FirePro W5000,FirePro W5000,2000000000,825000000.0,,Black / Red,191.0,0.0
GPU,AMD,FirePro W5100,FirePro W5100,4000000000,930000000.0,,Black / Red,171.0,0.0
GPU,AMD,FirePro W600,FirePro W600,2000000000,600000000.0,,Black / Red,163.0,0.0
GPU,AMD,FirePro W7000,FirePro W7000,4000000000,950000000.0,,Black / Red,242.0,0.0
GPU,AMD,FirePro W8000,FirePro W8000,4000000000,900000000.0,,Black / Red,279.0,0.0
GPU,AMD,FirePro W8100,FirePro W8100,8000000000,824000000.0,,Black / Red,279.0,0.0
GPU,AMD,FirePro W9000,FirePro W9000,6000000000,975000000.0,,Black / Red,279.0,1026.71
GPU,AMD,FirePro W9100,FirePro W9100,16000000000,930000000.0,,Black / Red,275.0,1350.0
GPU,AMD,RADEON PRO WX 4100,Radeon Pro WX 4100,4000000000,925000000.0,975000000.0,Blue,168.0,249.99
GPU,AMD,RADEON PRO WX 5100,Radeon Pro WX 5100,8000000000,926000000.0,1206000000.0,Blue,173.0,334.99
GPU,AMD,RADEON PRO WX 7100,Radeon Pro WX 7100,8000000000,900000000.0,1080000000.0,Blue,242.0,460.99
GPU,ASRock,Challenger D OC,Radeon RX 5500 XT,4000000000,1685000000.0,1845000000.0,Black / Yellow,241.0,0.0
GPU,ASRock,Challenger D OC,Radeon RX 5700,8000000000,1515000000.0,1750000000.0,Black / Yellow,281.0,0.0
GPU,ASRock,Challenger D OC,Radeon RX 5700,8000000000,1515000000.0,1725000000.0,Black / Yellow,281.0,0.0
GPU,ASRock,Challenger D OC,Radeon RX 5500 XT,8000000000,1685000000.0,1845000000.0,Black / Yellow,241.0,307.76
GPU,ASRock,Challenger D OC,Radeon RX 5700 XT,8000000000,1650000000.0,1905000000.0,Black / Yellow,281.0,578.99
GPU,ASRock,Challenger D OC,Radeon RX 5600 XT,6000000000,1235000000.0,1620000000.0,Black / Silver,240.5,462.98
GPU,ASRock,Challenger ITX,Radeon RX 5500 XT,8000000000,1607000000.0,1845000000.0,Black,190.0,0.0
GPU,ASRock,Challenger Pro OC,Radeon RX 6800,16000000000,1700000000.0,,Black / Silver,303.0,0.0
GPU,ASRock,Challenger Pro OC,Radeon RX 5600 XT,6000000000,1420000000.0,1750000000.0,Black,279.93,0.0
GPU,ASRock,Challenger Pro OC,Radeon RX 5700 XT,8000000000,1580000000.0,1905000000.0,Black / Gray,291.0,0.0
GPU,ASRock,Phantom Gaming,Radeon RX VEGA 64,8000000000,1247000000.0,1546000000.0,Black / Red,280.0,0.0
GPU,ASRock,Phantom Gaming,Radeon RX 550 - 512,2000000000,1183000000.0,,Black / Silver,170.0,0.0
GPU,ASRock,Phantom Gaming,Radeon RX 560 - 896,4000000000,1176000000.0,,Black / Silver,170.0,0.0
GPU,ASRock,Phantom Gaming D,Radeon RX 580,8000000000,1257000000.0,1370000000.0,Black / Silver,236.2,277.81
GPU,ASRock,Phantom Gaming D,Radeon RX 570,4000000000,1168000000.0,1244000000.0,Black,236.2,152.98
GPU,ASRock,Phantom Gaming D,Radeon RX 570,8000000000,1168000000.0,1270000000.0,Black,236.2,0.0
GPU,ASRock,Phantom Gaming D OC,Radeon RX 5700,8000000000,1610000000.0,1750000000.0,Black / Red,286.91,0.0
GPU,ASRock,Phantom Gaming D OC,Radeon RX 5500 XT,8000000000,1685000000.0,1845000000.0,Silver / Red,240.57,362.65
GPU,ASRock,Phantom Gaming D OC,Radeon RX 6800 XT,16000000000,1825000000.0,,Black / Silver,330.0,0.0
GPU,ASRock,Phantom Gaming D OC,Radeon RX 5600 XT,6000000000,1280000000.0,1620000000.0,Black / Red,240.3,499.5
GPU,ASRock,Phantom Gaming D OC,Radeon RX 5600 XT,6000000000,1355000000.0,1620000000.0,Black / Red,290.6,494.07
GPU,ASRock,Phantom Gaming D OC,Radeon RX 5700 XT,8000000000,1690000000.0,1945000000.0,Black / Red,286.91,995.98
GPU,ASRock,Phantom Gaming D OC,Radeon RX 6800,16000000000,1700000000.0,,Black / Silver,305.0,0.0
GPU,ASRock,Phantom Gaming U OC,Radeon RX 590,8000000000,1469000000.0,1560000000.0,Black,278.81,0.0
GPU,ASRock,Phantom Gaming X,Radeon VII,16000000000,1400000000.0,1750000000.0,Silver,280.0,0.0
GPU,ASRock,Phantom Gaming X,Radeon RX 570,8000000000,1228000000.0,1331000000.0,Black / Silver,279.0,0.0
GPU,ASRock,Phantom Gaming X,Radeon RX 590,8000000000,1469000000.0,1560000000.0,Black / Red,278.81,0.0
GPU,ASRock,Phantom Gaming X,Radeon RX 580,8000000000,1257000000.0,1380000000.0,Black / Silver,278.81,0.0
GPU,ASRock,Phantom Gaming X,Radeon RX 570,4000000000,1228000000.0,1331000000.0,Black / Silver,216.0,0.0
GPU,ASRock,Phantom Gaming X,Radeon RX VEGA 56,8000000000,1156000000.0,1471000000.0,Black / Red,280.0,0.0
GPU,ASRock,RX5700 XT 8G,Radeon RX 5700 XT,8000000000,1605000000.0,1905000000.0,Silver / Black,284.8,0.0
GPU,ASRock,Radeon RX 5700 8G,Radeon RX 5700,8000000000,1465000000.0,1765000000.0,,280.85,0.0
GPU,ASRock,Radeon RX 5700 XT 8G,Radeon RX 5700 XT,8000000000,1605000000.0,1905000000.0,Silver,284.8,0.0
GPU,ASRock,Radeon RX 6800 16G,Radeon RX 6800,16000000000,1700000000.0,2105000000.0,Black / Silver,267.0,0.0
GPU,ASRock,Radeon RX 6800 XT 16G,Radeon RX 6800 XT,16000000000,1825000000.0,2250000000.0,Black / Silver,267.0,0.0
GPU,ASRock,Taichi X OC,Radeon RX 6800 XT,16000000000,1825000000.0,,Black,330.0,0.0
GPU,ASRock,Taichi X OC+,Radeon RX 5700 XT,8000000000,1810000000.0,2025000000.0,Black / Gold,324.35,777.79
GPU,ATI,100-505144,FireGL V7300,500000000,,,Red / White,,99.99
GPU,ATI,100-505532,FirePro 2450,500000000,,,Black / Red,,98.99
GPU,ATI,100-505553,FirePro V5700,500000000,,,Black / Red,,109.99
GPU,ATI,100-505588,FirePro 2450,500000000,,,Black / Red,,98.99
GPU,ATI,100-505602,FirePro V9800,4000000000,,,Black / Red,,0.0
GPU,ATI,100-505610,FirePro 2460,500000000,,,Black / Red,,0.0
GPU,ATI,100-505637,FirePro V3900,1000000000,,,Black / Red,,98.99
GPU,ATI,100-505647,FirePro V7900,2000000000,,,Black / Red,,0.0
GPU,ATI,100-505648,FirePro V5900,2000000000,,,Black / Red,,0.0
GPU,ATI,100-505649,FirePro V4900,1000000000,,,Black / Red,,0.0
GPU,ATI,100-505682,FirePro V5800,1000000000,,,Black / Red,,0.0
GPU,ATI,608528-002,FirePro V3800,500000000,,,Black / Red,,0.0
GPU,ATI,FirePro 2270,FirePro 2270,500000000,600000000.0,,Black / Red,170.0,169.99
GPU,ATI,FirePro 2270,FirePro 2270,1000000000,600000000.0,,Black / Red,170.0,0.0
GPU,ATI,FirePro 2270,FirePro 2270,500000000,600000000.0,,Black / Red,170.0,98.99
GPU,ATI,FirePro 2270,FirePro 2270,500000000,600000000.0,,Black / Red,170.0,0.0
GPU,ATI,FirePro 2450,FirePro 2450,500000000,600000000.0,,Black / Red,170.0,0.0
GPU,ATI,FirePro 2450 Multi-View,FirePro 2450,500000000,600000000.0,,Black / Red,168.0,98.99
GPU,ATI,FirePro 2460,FirePro 2460,500000000,600000000.0,,Black / Red,170.0,0.0
GPU,ATI,FirePro 2460,FirePro 2460,500000000,600000000.0,,Black / Red,170.0,129.97
GPU,ATI,FirePro R5000,FirePro R5000,2000000000,825000000.0,,Black / Red,279.0,0.0
GPU,ATI,FirePro RG220A,FirePro RG220A,500000000,800000000.0,,Black / Red,168.0,245.0
GPU,ATI,FirePro S10000,FirePro S10000,6000000000,825000000.0,,Black / Red,305.0,0.0
GPU,ATI,FirePro S7000,FirePro S7000,4000000000,950000000.0,,Black / Silver,292.0,269.99
GPU,ATI,FirePro S9000,FirePro S9000,6000000000,900000000.0,,Black / Red,267.0,149.99
GPU,ATI,FirePro S9050,FirePro S9050,12000000000,900000000.0,,Black / Silver,254.0,0.0
GPU,ATI,FirePro S9150,FirePro S9150,16000000000,900000000.0,,Black / White,267.0,799.99
GPU,ATI,FirePro V3800,FirePro V3800,500000000,650000000.0,,Black / Red,168.0,98.98
GPU,ATI,FirePro V3900,FirePro V3900,1000000000,650000000.0,,Black / Red,168.0,0.0
GPU,ATI,FirePro V4900,FirePro V4900,1000000000,800000000.0,,Black / Red,163.0,0.0
GPU,ATI,FirePro V5800,FirePro V5800,1000000000,700000000.0,,Black / Red,229.0,0.0
GPU,ATI,FirePro V5900,FirePro V5900,2000000000,600000000.0,,Black / Red,230.0,0.0
GPU,ATI,FirePro V7750,FirePro V7750,1000000000,800000000.0,,Black / Red,234.0,0.0
GPU,ATI,FirePro V7900,FirePro V7900,2000000000,725000000.0,,Black / Red,279.0,0.0
GPU,ATI,FirePro V7900 SDI,FirePro V7900 SDI,2000000000,725000000.0,,Black / Red,279.0,209.98
GPU,ATI,FirePro V8750,FirePro V8750,2000000000,750000000.0,,Black / Red,254.0,199.98
GPU,ATI,FirePro V8800,FirePro V8800,2000000000,825000000.0,,Black / Red,267.0,146.33
GPU,ATI,FirePro W2100,FirePro W2100,2000000000,630000000.0,,Black / Red,,0.0
GPU,ATI,FirePro W4100,FirePro W4100,2000000000,630000000.0,,Black / Red,171.0,0.0
GPU,ATI,FirePro W5000,FirePro W5000,2000000000,825000000.0,,Black / Red,183.0,169.89
GPU,ATI,FirePro W5000,FirePro W5000,2000000000,825000000.0,,Black / Red,191.0,169.89
GPU,ATI,FirePro W5000,FirePro W5000,2000000000,825000000.0,,Black / Red,183.0,0.0
GPU,ATI,FirePro W5000 DVI,FirePro W5000,2000000000,825000000.0,,Black / Red,191.0,0.0
GPU,ATI,FirePro W600,FirePro W600,2000000000,600000000.0,,Black / Red,163.0,352.52
GPU,ATI,FirePro W600,FirePro W600,2000000000,600000000.0,,Black / Red,163.0,0.0
GPU,ATI,FirePro W7000,FirePro W7000,4000000000,950000000.0,,Black / Red,242.0,0.0
GPU,ATI,FirePro W7000,FirePro W7000,4000000000,950000000.0,,Black / Red,242.0,224.98
GPU,ATI,FirePro W8000,FirePro W8000,4000000000,900000000.0,,Black / Red,279.0,389.98
GPU,ATI,FirePro W8100,FirePro W8100,8000000000,824000000.0,,Black / Red,279.0,0.0
GPU,ATI,FirePro W9000,FirePro W9000,6000000000,975000000.0,,Black / Red,279.0,0.0
GPU,ATI,FirePro W9100,FirePro W9100,16000000000,930000000.0,,Black / Red,275.0,0.0
GPU,Asus,20th Anniversary Gold Edition,GeForce GTX 980 Ti,6000000000,1266000000.0,1367000000.0,Black / Gold,295.0,0.0
GPU,Asus,20th Anniversary Gold Edition,GeForce GTX 980,4000000000,1317000000.0,1431000000.0,Black / Gold,297.0,0.0
GPU,Asus,210-SL-512MD3-L,GeForce 210,500000000,589000000.0,,Black / Blue,177.0,120.56
GPU,Asus,710-1-SL,GeForce GT 710,1000000000,954000000.0,,Blue / Silver,134.0,0.0
GPU,Asus,710-2-SL-CSM,GeForce GT 710,2000000000,954000000.0,,Blue / Silver,135.0,0.0
GPU,Asus,90YV06X3-M0NA00,GeForce GTX 750,2000000000,1020000000.0,1085000000.0,Black / Red,200.0,0.0
GPU,Asus,90YV0810-U0NA00,GeForce GTX Titan X,12000000000,1000000000.0,1075000000.0,Black / Silver,282.0,0.0
GPU,Asus,90YV09Z0-U0NA00,Radeon RX 480,8000000000,1120000000.0,1266000000.0,Black / Red,242.0,0.0
GPU,Asus,ARES/2DIS/4GD5,Radeon HD 5870 X2,4000000000,850000000.0,,Black / Red,279.0,0.0
GPU,Asus,AREZ,Radeon RX 550 - 640,2000000000,1071000000.0,1206000000.0,Black,192.0,0.0
GPU,Asus,AREZ,Radeon RX 560 - 896,2000000000,1149000000.0,1197000000.0,,220.0,0.0
GPU,Asus,AREZ Dual OC,Radeon RX 580,8000000000,1257000000.0,1380000000.0,,242.0,0.0
GPU,Asus,AREZ Expedition,Radeon RX 570,8000000000,1168000000.0,1266000000.0,Black / Red,240.0,0.0
GPU,Asus,AREZ OC,Radeon RX 560 - 896,4000000000,1149000000.0,1197000000.0,Black / Red,221.0,0.0
GPU,Asus,AREZ STRIX,Radeon RX VEGA 56,8000000000,1297000000.0,1573000000.0,Black,298.0,0.0
GPU,Asus,AREZ STRIX OC,Radeon RX 580,8000000000,1257000000.0,1380000000.0,Black,298.0,0.0
GPU,Asus,AREZ STRIX OC,Radeon RX 570,4000000000,1168000000.0,1310000000.0,Black,240.0,0.0
GPU,Asus,AREZ STRIX OC Edition,Radeon RX VEGA 64,8000000000,1247000000.0,1590000000.0,,298.0,1200.93
GPU,Asus,CERBERUS,GeForce GTX 1050 Ti,4000000000,1328000000.0,1442000000.0,Black / Red,203.0,208.17
GPU,Asus,CERBERUS,GeForce GTX 1050 Ti,4000000000,1341000000.0,1480000000.0,Black / Red,203.0,209.94
GPU,Asus,CERBERUS,GeForce GTX 1070 Ti,8000000000,1607000000.0,1746000000.0,Black / Red,270.0,678.0
GPU,Asus,CERBERUS,GeForce GTX 1050,2000000000,1404000000.0,1544000000.0,Black / Red,203.0,169.94
GPU,Asus,DUAL,GeForce GTX 1060 6GB,6000000000,1594000000.0,1809000000.0,White,242.0,0.0
GPU,Asus,DUAL,GeForce RTX 2080,8000000000,1515000000.0,,Black / White,268.0,0.0
GPU,Asus,DUAL,Radeon RX 580,4000000000,1257000000.0,1360000000.0,Black / White,242.0,0.0
GPU,Asus,DUAL,GeForce RTX 2070,8000000000,1410000000.0,1650000000.0,Black / White,268.0,0.0
GPU,Asus,DUAL,Radeon RX 480,4000000000,1120000000.0,1286000000.0,White,242.0,0.0
GPU,Asus,DUAL,GeForce GTX 1660 Ti,6000000000,1500000000.0,1800000000.0,Black / White,215.0,0.0
GPU,Asus,DUAL,GeForce GTX 1050,2000000000,1345000000.0,1455000000.0,White / Blue,212.0,0.0
GPU,Asus,DUAL,GeForce GTX 1050 Ti,4000000000,1290000000.0,1392000000.0,White / Blue,212.0,0.0
GPU,Asus,DUAL,GeForce GTX 1050,2000000000,1404000000.0,1518000000.0,White / Blue,212.0,0.0
GPU,Asus,DUAL,GeForce RTX 2080,8000000000,1515000000.0,,Black,268.0,879.94
GPU,Asus,DUAL,Radeon RX 580,8000000000,1257000000.0,1380000000.0,Black / Silver,242.0,226.67
GPU,Asus,DUAL,GeForce RTX 3070,8000000000,1500000000.0,1755000000.0,Black,267.0,0.0
GPU,Asus,DUAL,GeForce RTX 2080 Ti,11000000000,1350000000.0,1560000000.0,Black / White,268.0,0.0
GPU,Asus,DUAL,GeForce RTX 2060,6000000000,1365000000.0,1680000000.0,Black / Silver,270.0,0.0
GPU,Asus,DUAL,Radeon RX 480,4000000000,1120000000.0,1320000000.0,White / Black,242.0,0.0
GPU,Asus,DUAL,GeForce GTX 1060 3GB,3000000000,1594000000.0,1809000000.0,White,242.0,259.94
GPU,Asus,DUAL,Radeon RX 460,2000000000,1090000000.0,1220000000.0,White / Blue,204.0,0.0
GPU,Asus,DUAL,Radeon RX 580,4000000000,1257000000.0,1380000000.0,Black / White,242.0,325.99
GPU,Asus,DUAL Advanced,GeForce RTX 2080 Ti,11000000000,1350000000.0,1560000000.0,Black / White,268.0,0.0
GPU,Asus,DUAL Advanced,GeForce RTX 2070,8000000000,1410000000.0,1665000000.0,Black / White,268.0,0.0
GPU,Asus,DUAL Advanced,GeForce RTX 2080,8000000000,1515000000.0,,Black / White,268.0,0.0
GPU,Asus,DUAL Advanced,GeForce RTX 2060,6000000000,1365000000.0,1680000000.0,Black / Silver,270.0,0.0
GPU,Asus,DUAL EVO,GeForce RTX 2080,8000000000,1515000000.0,1740000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO,GeForce RTX 2070,8000000000,1410000000.0,1650000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO,GeForce RTX 2070 SUPER,8000000000,1635000000.0,1800000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO,GeForce RTX 2080 SUPER,8000000000,1650000000.0,1845000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO,GeForce RTX 2060 SUPER,8000000000,1500000000.0,1680000000.0,Black,267.0,467.94
GPU,Asus,DUAL EVO Advanced,GeForce RTX 2060,6000000000,1365000000.0,1725000000.0,Black,242.0,0.0
GPU,Asus,DUAL EVO Advanced,GeForce RTX 2060 SUPER,8000000000,1500000000.0,1695000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO Advanced,GeForce RTX 2070 SUPER,8000000000,1635000000.0,1815000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO OC,Radeon RX 5500 XT,8000000000,1607000000.0,1865000000.0,Black,242.0,472.99
GPU,Asus,DUAL EVO OC,GeForce RTX 2080 SUPER,8000000000,1650000000.0,1860000000.0,Black,267.0,1399.99
GPU,Asus,DUAL EVO OC,GeForce RTX 2080,8000000000,1515000000.0,1830000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO OC,GeForce GTX 1660 SUPER,6000000000,1530000000.0,1860000000.0,Black,242.0,303.94
GPU,Asus,DUAL EVO OC,GeForce RTX 2070,8000000000,1410000000.0,1740000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO OC,GeForce RTX 2060 SUPER,8000000000,1500000000.0,1725000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO OC,GeForce RTX 2060,6000000000,1365000000.0,1785000000.0,Black,242.0,382.94
GPU,Asus,DUAL EVO OC,GeForce RTX 2080 SUPER,8000000000,1650000000.0,1860000000.0,Black,267.0,0.0
GPU,Asus,DUAL EVO OC,GeForce RTX 2070 SUPER,8000000000,1635000000.0,1845000000.0,Black,267.0,999.99
GPU,Asus,DUAL EVO OC,Radeon RX 5700,8000000000,1515000000.0,1750000000.0,Black,271.0,0.0
GPU,Asus,DUAL EVO OC V2,GeForce RTX 2060 SUPER,8000000000,1470000000.0,1725000000.0,Black,242.0,721.58
GPU,Asus,DUAL EVO OC V2,GeForce RTX 2070,8000000000,1410000000.0,1740000000.0,Black,242.0,899.99
GPU,Asus,DUAL MINI OC,GeForce GTX 1660 SUPER,6000000000,1530000000.0,1860000000.0,Black,197.0,0.0
GPU,Asus,DUAL MINI OC,GeForce RTX 2070,8000000000,1410000000.0,1680000000.0,Black,197.0,0.0
GPU,Asus,DUAL MINI OC,GeForce RTX 2060,6000000000,1365000000.0,1750000000.0,Black,197.0,678.99
GPU,Asus,DUAL OC,GeForce RTX 2080 Ti,11000000000,1350000000.0,,Black,268.0,0.0
GPU,Asus,DUAL OC,GeForce GTX 1660 Ti,6000000000,1500000000.0,1830000000.0,Black / White,215.0,0.0
GPU,Asus,DUAL OC,GeForce RTX 2070,8000000000,1410000000.0,1740000000.0,Black / White,268.0,999.99
GPU,Asus,DUAL OC,Radeon RX 480,8000000000,1120000000.0,1325000000.0,White,242.0,0.0
GPU,Asus,DUAL OC,GeForce GTX 1650,4000000000,1485000000.0,1755000000.0,Silver / Black,204.0,379.85
GPU,Asus,DUAL OC,GeForce RTX 2060,6000000000,1365000000.0,1785000000.0,Black / Silver,270.0,0.0
GPU,Asus,DUAL OC,GeForce RTX 3070,8000000000,1500000000.0,,Black,267.0,1299.99
GPU,Asus,DUAL OC,Radeon RX 460,2000000000,1090000000.0,1244000000.0,White / Blue,204.0,0.0
GPU,Asus,DirectCU II,Radeon R9 280X,3000000000,1070000000.0,,Black / Red,284.0,0.0
GPU,Asus,DirectCU II,Radeon R9 270X,4000000000,1120000000.0,,Black / Red,271.0,649.0
GPU,Asus,DirectCU II,Radeon R9 270X,2000000000,1050000000.0,1000000000.0,Black / Red,272.0,0.0
GPU,Asus,DirectCU II,Radeon R9 280X,3000000000,850000000.0,1000000000.0,Black / Red,285.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 770,4000000000,1058000000.0,1110000000.0,Black / Red,271.0,0.0
GPU,Asus,DirectCU II,Radeon R9 270,2000000000,950000000.0,975000000.0,Black / Red,233.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 770,2000000000,1058000000.0,,Black / Red,271.0,624.97
GPU,Asus,DirectCU II,GeForce GTX 780 Ti,3000000000,954000000.0,1020000000.0,Black / Red,287.0,0.0
GPU,Asus,DirectCU II,Radeon R7 260X,2000000000,1188000000.0,,Black / Red,215.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 780,3000000000,889000000.0,941000000.0,Black / Red,287.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 760 X2,4000000000,1006000000.0,1072000000.0,Black / Red,279.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 760,2000000000,1006000000.0,,Black / Red,218.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 760,2000000000,980000000.0,1033000000.0,Black / Red,220.0,0.0
GPU,Asus,DirectCU II,Radeon R9 290,4000000000,947000000.0,,Black / Red,287.0,0.0
GPU,Asus,DirectCU II,Radeon R7 260X,1000000000,1075000000.0,,Black / Red,216.0,0.0
GPU,Asus,DirectCU II,Radeon R9 290,4000000000,1000000000.0,,Black / Red,287.0,0.0
GPU,Asus,DirectCU II,Radeon R9 290X,4000000000,1050000000.0,,Black / Silver,287.0,0.0
GPU,Asus,DirectCU II,Radeon R7 260,1000000000,1000000000.0,,Black / Red,220.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 780,3000000000,863000000.0,902000000.0,Black / Red,287.0,0.0
GPU,Asus,DirectCU II,Radeon R9 270X,2000000000,1120000000.0,,Black / Red,271.0,0.0
GPU,Asus,DirectCU II,GeForce GTX 760,2000000000,980000000.0,1033000000.0,Black / Red,218.0,0.0
GPU,Asus,DirectCU II,Radeon R9 290X,4000000000,1000000000.0,,Black / Red,287.0,0.0
GPU,Asus,DirectCU II,Radeon R9 280,3000000000,874000000.0,980000000.0,Black / Red,284.0,0.0
GPU,Asus,DirectCU II,Radeon R9 280X,3000000000,850000000.0,1000000000.0,Black / Red,284.0,0.0
GPU,Asus,Dual Series,GeForce GTX 1070,8000000000,1582000000.0,1797000000.0,White,240.0,0.0
GPU,Asus,EAH4670/DI/1GD3/V2,Radeon HD 4670,1000000000,750000000.0,,Red,,0.0
GPU,Asus,EAH4870/2DI/1GD5,Radeon HD 4870,1000000000,750000000.0,,,241.0,0.0
GPU,Asus,EAH5450 SILENT/DI/1GD3(LP),Radeon HD 5450,1000000000,650000000.0,,Black / Red,,0.0
GPU,Asus,EAH5450 SILENT/DI/1GD3/V2(LP),Radeon HD 5450,1000000000,,,Red / Silver,,154.74
GPU,Asus,EAH5450 SILENT/DI/512MD3(LP),Radeon HD 5450,500000000,650000000.0,,Red / Silver,177.0,0.0
GPU,Asus,EAH5450 SL/DI/512MD3/MG(LP),Radeon HD 5450,500000000,650000000.0,,Red / Silver,177.0,0.0
GPU,Asus,EAH5550/DI/1GD3(LP),Radeon HD 5550,1000000000,550000000.0,,Black / Red,167.0,0.0
GPU,Asus,EAH5550/G/DI/1GD3(LP),Radeon HD 5550,1000000000,550000000.0,,,167.0,0.0
GPU,Asus,EAH5570/DI/1GD3(LP),Radeon HD 5570,1000000000,650000000.0,,,,0.0
GPU,Asus,EAH5670/DI/1GD5,Radeon HD 5670,1000000000,775000000.0,,Black / Red,,0.0
GPU,Asus,EAH5670/DI/512MD5/V2,Radeon HD 5670,500000000,774000000.0,,,222.504,0.0
GPU,Asus,EAH5770 CuCore/2DI/1GD5,Radeon HD 5770,1000000000,850000000.0,,Black,228.0,0.0
GPU,Asus,EAH5830 DIRECTCU/2DIS/1GD5,Radeon HD 5830,1000000000,800000000.0,,Black,241.3,0.0
GPU,Asus,EAH5850 DIRECTCU TOP/2DIS/1GD5,Radeon HD 5850,1000000000,765000000.0,,Black / Red,241.3,0.0
GPU,Asus,EAH5850 DIRECTCU/2DIS/1GD5,Radeon HD 5850,1000000000,725000000.0,,Black / Red,241.0,0.0
GPU,Asus,EAH5870/2DIS/1GD5/V2,Radeon HD 5870,1000000000,850000000.0,,Black / Red,241.0,0.0
GPU,Asus,EAH6450 SILENT/DI/512MD3(LP),Radeon HD 6450,500000000,625000000.0,,Red / Silver,177.0,0.0
