type,brand,model,socket,form_factor,ram_slots,max_ram,color,price,mb_ddr,mb_ddr_source
Motherboard,Asus,ROG STRIX Z490-F GAMING,LGA1200,ATX,4,128000000000,Black,0.0,DDR4,socket_rule
Motherboard,Asus,ROG STRIX Z490-G GAMING,LGA1200,Micro ATX,4,128000000000,Black,0.0,DDR4,socket_rule
Motherboard,Asus,ROG STRIX Z490-G GAMING (WI-FI),LGA1200,Micro ATX,4,128000000000,Black,233.82,DDR4,socket_rule
Motherboard,Asus,ROG STRIX Z490-H GAMING,LGA1200,ATX,4,128000000000,Black / Red,219.99,DDR4,socket_rule
Motherboard,Asus,ROG STRIX Z490-I GAMING,LGA1200,Mini ITX,2,64000000000,Black,257.99,DDR4,socket_rule
Motherboard,Asus,ROG Strix B450-I Gaming,AM4,Mini ITX,2,64000000000,Black / Silver,169.94,DDR4,socket_rule
Motherboard,Asus,ROG Strix H370-F Gaming,LGA1151,ATX,4,64000000000,Black,0.0,DDR4,socket_rule
Motherboard,Asus,ROG Strix H370-I Gaming,LGA1151,Mini ITX,2,32000000000,Black / Silver,0.0,DDR4,socket_rule
Motherboard,Asus,ROG Strix TRX40-E Gaming,sTRX4,ATX,8,256000000000,Black,522.99,DDR4,socket_rule
Motherboard,Asus,ROG Strix X299-E Gaming II,LGA2066,ATX,8,256000000000,Black,518.74,Unknown,insufficient_info
Motherboard,Asus,ROG Strix X399-E Gaming,sTR4,EATX,8,128000000000,Black,348.9,Unknown,insufficient_info
Motherboard,Asus,ROG Strix X570-E Gaming,AM4,ATX,4,128000000000,Black,349.63,DDR4,socket_rule
Motherboard,Asus,ROG Strix X570-F Gaming,AM4,ATX,4,128000000000,Black,413.71,DDR4,socket_rule
Motherboard,Asus,ROG Strix X570-I Gaming,AM4,Mini ITX,2,64000000000,Black,249.99,DDR4,socket_rule
Motherboard,Asus,ROG Strix Z370-H Gaming,LGA1151,ATX,4,64000000000,Black / Red,0.0,DDR4,socket_rule
