type,brand,model,form_factor,efficiency_rating,wattage,modular,color,price
PSU,PC Power & Cooling,Silencer MK III,ATX,80+ Gold,850,Semi,,0.0
PSU,PC Power & Cooling,Silencer MK III,ATX,80+ Bronze,400,Semi,,0.0
PSU,PC Power & Cooling,Silencer MK III,ATX,80+ Platinum,1200,Semi,,0.0
PSU,PC Power & Cooling,Silencer MK III,ATX,80+ Bronze,500,Semi,,0.0
PSU,PC Power & Cooling,Silencer Mk II,ATX,80+ Silver,750,No,,0.0
PSU,PC Power & Cooling,Silencer Mk II,ATX,80+ Bronze,500,No,,0.0
PSU,PC Power & Cooling,Silencer Mk II,ATX,80+ Bronze,650,No,,0.0
PSU,PC Power & Cooling,Silencer Mk II,ATX,80+ Silver,950,No,,0.0
PSU,PC Power & Cooling,T12W,ATX,,1200,No,,0.0
PSU,Phanteks,AMP,ATX,80+ Gold,750,Full,Black,192.53
PSU,Phanteks,AMP,ATX,80+ Gold,550,Full,Black,96.98
PSU,Phanteks,AMP,ATX,80+ Gold,650,Full,Black,0.0
PSU,Phanteks,PH-P550GF,ATX,80+ Gold,550,No,Black,0.0
PSU,Phanteks,PH-P650GS,ATX,80+ Gold,650,No,Black,0.0
PSU,Phanteks,PH-P750GS,ATX,80+ Gold,750,No,Black,0.0
PSU,Phanteks,Revolt Pro,ATX,80+ Gold,1000,Full,Silver / Black,247.99
PSU,Phanteks,Revolt Pro,ATX,80+ Gold,850,Full,Silver / Black,0.0
PSU,Phanteks,Revolt X,ATX,80+ Platinum,1000,Full,Black / Silver,229.99
PSU,Phanteks,Revolt X,ATX,80+ Platinum,1200,Full,Black / Silver,624.99
PSU,PowerSpec,PS 550BF,ATX,80+ Bronze,550,No,Black,0.0
PSU,PowerSpec,PS 650BF,ATX,80+ Bronze,650,No,Black,0.0
PSU,PowerSpec,PS 650BSM,ATX,80+ Bronze,650,Semi,Black,0.0
PSU,PowerSpec,PS 650GSM,ATX,80+ Gold,650,Semi,Black,0.0
PSU,PowerSpec,PS 750BSM,ATX,80+ Bronze,750,Semi,Black,0.0
PSU,PowerSpec,PSX 850GFM,ATX,80+ Gold,850,Full,Black,0.0
PSU,RIOTORO,BUILDER,ATX,80+,600,No,Black / Red,0.0
PSU,RIOTORO,BUILDER,ATX,80+ Gold,1200,Full,Black / Red,0.0
PSU,RIOTORO,BUILDER,ATX,80+,500,No,Black / Red,0.0
PSU,RIOTORO,ENIGMA,ATX,80+ Gold,850,Semi,,0.0
PSU,RIOTORO,ENIGMA G2,ATX,80+ Gold,750,Full,Black / Yellow,0.0
PSU,RIOTORO,ENIGMA G2,ATX,80+ Gold,850,Full,Black / Yellow,0.0
PSU,RIOTORO,ENIGMA G2,ATX,80+ Gold,650,Full,Black / Yellow,0.0
PSU,RIOTORO,ONYX,ATX,80+ Bronze,650,Semi,,0.0
PSU,RIOTORO,ONYX,ATX,80+ Bronze,750,Semi,,0.0
PSU,Raidmax,Cobra,ATX,80+ Bronze,500,No,,56.3
PSU,Raidmax,Cobra,ATX,80+ Gold,1200,Semi,Black / Gold,0.0
PSU,Raidmax,Cobra,ATX,80+ Bronze,400,No,,0.0
PSU,Raidmax,Cobra,ATX,80+ Bronze,600,No,,0.0
PSU,Raidmax,Cobra,ATX,80+ Gold,1000,Semi,,0.0
PSU,Raidmax,Cobra,ATX,80+ Gold,600,Semi,,0.0
PSU,Raidmax,Cobra,ATX,80+ Bronze,700,No,,68.69
PSU,Raidmax,Cobra,ATX,80+ Gold,500,No,,0.0
PSU,Raidmax,RX-1000AE,ATX,80+ Gold,1000,Semi,,0.0
PSU,Raidmax,RX-1200AE,ATX,80+ Bronze,1200,Semi,,0.0
PSU,Raidmax,RX-380K,ATX,,380,No,,0.0
PSU,Raidmax,RX-450K,ATX,,450,No,,0.0
PSU,Raidmax,RX-500AF,ATX,80+ Bronze,500,No,,0.0
PSU,Raidmax,RX-530SS,ATX,,530,Semi,,54.99
PSU,Raidmax,RX-535AP,ATX,80+ Bronze,535,Semi,,0.0
PSU,Raidmax,RX-600AF,ATX,80+ Bronze,600,No,,0.0
PSU,Raidmax,RX-630SS,ATX,,630,Semi,,55.95
PSU,Raidmax,RX-635AP,ATX,80+ Bronze,635,Semi,,0.0
PSU,Raidmax,RX-700AC,ATX,80+ Bronze,700,Semi,,0.0
PSU,Raidmax,RX-700AT,ATX,80+ Titanium,700,Semi,Black,0.0
PSU,Raidmax,RX-730SS,ATX,,730,Semi,,0.0
PSU,Raidmax,RX-735AP,ATX,80+ Bronze,735,Semi,,0.0
PSU,Raidmax,RX-835AP,ATX,80+ Bronze,835,Semi,,0.0
PSU,Raidmax,RX-850AE,ATX,80+ Gold,850,Semi,,0.0
PSU,Raidmax,Scorpio,ATX,80+ Bronze,635,Semi,,0.0
PSU,Raidmax,Scorpio,ATX,80+ Bronze,735,Semi,,0.0
PSU,Raidmax,Scorpio,ATX,80+ Bronze,535,Semi,Black / Blue,0.0
PSU,Raidmax,Thunder RGB,ATX,80+ Bronze,735,Semi,Black,69.98
PSU,Raidmax,Thunder RGB,ATX,80+ Bronze,535,Semi,Black,0.0
PSU,Raidmax,Vampire,ATX,80+ Gold,1000,Semi,,0.0
PSU,Raidmax,Vampire,ATX,80+ Gold,800,Semi,,0.0
PSU,Raidmax,Vampire,ATX,80+ Gold,900,Semi,,0.0
PSU,Raidmax,Vampire,ATX,80+ Gold,700,Semi,,0.0
PSU,Raidmax,XT,ATX,,400,No,,0.0
PSU,Raidmax,XT,ATX,,500,No,,0.0
PSU,Raidmax,XT,ATX,,300,No,,29.99
PSU,Replace Power,RP-TFX-420W,TFX,,420,No,,0.0
PSU,Rocketfish,RF-900WPS,ATX,,900,Full,,0.0
PSU,Rosewill,ARC 450,ATX,80+ Bronze,450,No,,59.99
PSU,Rosewill,ARC 550,ATX,80+ Bronze,550,No,,57.99
PSU,Rosewill,ARC 650,ATX,80+ Bronze,650,No,,59.99
PSU,Rosewill,ARC 750,ATX,80+ Bronze,750,No,,59.99
PSU,Rosewill,ARC M450,ATX,80+ Bronze,450,Semi,,0.0
PSU,Rosewill,ARC M550,ATX,80+ Bronze,550,Semi,,0.0
PSU,Rosewill,ARC M650,ATX,80+ Bronze,650,Semi,,0.0
PSU,Rosewill,CAPSTONE-1000-M,ATX,80+ Gold,1000,Semi,,0.0
PSU,Rosewill,Capstone,ATX,80+ Gold,450,No,,0.0
PSU,Rosewill,Capstone,ATX,80+ Gold,550,Semi,,77.0
PSU,Rosewill,Capstone,ATX,80+ Gold,750,No,,0.0
PSU,Rosewill,Capstone,ATX,80+ Gold,550,No,,0.0
PSU,Rosewill,Capstone,ATX,80+ Gold,550,Semi,,0.0
PSU,Rosewill,Capstone,ATX,80+ Gold,750,Semi,,99.99
PSU,Rosewill,Capstone,ATX,80+ Gold,1000,Semi,Black,159.99
PSU,Rosewill,Capstone,ATX,80+ Gold,650,Semi,,0.0
PSU,Rosewill,Capstone,ATX,80+ Gold,450,Semi,,0.0
PSU,Rosewill,Capstone,ATX,80+ Gold,650,Semi,,99.99
PSU,Rosewill,Capstone,ATX,80+ Gold,650,No,,0.0
PSU,Rosewill,Capstone G1000,ATX,80+ Gold,1000,Semi,,0.0
PSU,Rosewill,Capstone G1200,ATX,80+ Gold,1200,Semi,,0.0
PSU,Rosewill,Capstone G750,ATX,80+ Gold,750,Semi,,0.0
PSU,Rosewill,Capstone G850,ATX,80+ Gold,850,Semi,,0.0
PSU,Rosewill,Fortress,ATX,80+ Platinum,750,No,,0.0
PSU,Rosewill,Fortress,ATX,80+ Platinum,650,No,,0.0
PSU,Rosewill,Fortress,ATX,80+ Platinum,550,No,,0.0
PSU,Rosewill,Fortress,ATX,80+ Platinum,450,No,,0.0
PSU,Rosewill,Glacier 1000M,ATX,80+ Bronze,1000,Semi,,114.99
PSU,Rosewill,Glacier 1200M,ATX,80+ Bronze,1200,Semi,,0.0
PSU,Rosewill,Glacier 500M,ATX,80+ Bronze,500,Semi,,59.99
PSU,Rosewill,Glacier 600M,ATX,80+ Bronze,600,Semi,,69.99
PSU,Rosewill,Glacier 700M,ATX,80+ Bronze,700,Semi,,79.99
PSU,Rosewill,Glacier 850M,ATX,80+ Bronze,850,Semi,,87.99
PSU,Rosewill,Green,ATX,80+,430,No,,0.0
PSU,Rosewill,Green,ATX,80+ Bronze,700,No,,0.0
PSU,Rosewill,Green,ATX,80+,530,No,,0.0
PSU,Rosewill,Green,ATX,80+,630,No,,0.0
PSU,Rosewill,HERCULES-1600,ATX,80+ Silver,1600,Semi,,0.0
PSU,Rosewill,HERCULES-1600S,ATX,80+ Gold,1600,Semi,,0.0
PSU,Rosewill,HIVE,ATX,80+ Bronze,850,Semi,,119.99
PSU,Rosewill,HIVE,ATX,80+ Bronze,550,Semi,,64.99
PSU,Rosewill,HIVE,ATX,80+ Bronze,1000,Semi,,144.99
PSU,Rosewill,HIVE,ATX,80+ Bronze,650,Semi,,99.99
PSU,Rosewill,HIVE,ATX,80+ Bronze,750,Semi,,109.99
PSU,Rosewill,LEPTON,ATX,80+ Gold,500,Semi,Black,84.99
PSU,Rosewill,LEPTON 600,ATX,80+ Gold,600,Semi,Black,94.99
PSU,Rosewill,LEPTON 700,ATX,80+ Gold,700,Semi,,99.99
PSU,Rosewill,LP-6100C,ATX,,300,No,,0.0
PSU,Rosewill,Libertas,ATX,80+,650,Full,,0.0
PSU,Rosewill,Libertas,ATX,80+ Bronze,800,Full,,0.0
PSU,Rosewill,Lightning,ATX,80+ Gold,1000,Semi,,189.99
PSU,Rosewill,Lightning,ATX,80+ Gold,1300,Semi,,219.99
PSU,Rosewill,Lightning,ATX,80+ Gold,800,Semi,,0.0
PSU,Rosewill,PHOTON 1350,ATX,80+ Gold,1350,Full,Black,0.0
PSU,Rosewill,PHOTON-1050,ATX,80+ Gold,1050,Full,,149.99
PSU,Rosewill,PHOTON-1200,ATX,80+ Gold,1200,Full,,199.99
PSU,Rosewill,PHOTON-550,ATX,80+ Gold,550,Full,,89.99
PSU,Rosewill,PHOTON-650,ATX,80+ Gold,650,Full,,89.99
PSU,Rosewill,PHOTON-750,ATX,80+ Gold,750,Full,,129.99
PSU,Rosewill,PHOTON-850,ATX,80+ Gold,850,Full,,139.99
PSU,Rosewill,Quark 1000,ATX,80+ Platinum,1000,Full,,0.0
PSU,Rosewill,Quark 1200,ATX,80+ Platinum,1200,Full,,0.0
PSU,Rosewill,Quark 550,ATX,80+ Platinum,550,Full,,0.0
PSU,Rosewill,Quark 650,ATX,80+ Platinum,650,Full,,0.0
PSU,Rosewill,Quark 750,ATX,80+ Platinum,750,Full,,0.0
PSU,Rosewill,Quark 850,ATX,80+ Platinum,850,Full,,0.0
PSU,Rosewill,RBR1000-M,ATX,80+ Bronze,1000,Semi,,149.99
PSU,Rosewill,RD-Z,ATX,80+,500,No,Black,0.0
PSU,Rosewill,RD-Z,ATX,80+,400,No,Black,0.0
PSU,Rosewill,RD-Z,ATX,80+,450,No,Black,0.0
PSU,Rosewill,RD600-M,ATX,,600,Semi,,0.0
PSU,Rosewill,RP600V2-S-SL,ATX,,600,No,,0.0
PSU,Rosewill,RV2-500,ATX,,500,No,,0.0
PSU,Rosewill,RV2-600,ATX,,600,No,,0.0
PSU,Rosewill,RV2-700,ATX,,700,No,,0.0
PSU,Rosewill,RV350,ATX,,350,No,,0.0
PSU,Rosewill,RV350-2,ATX,,350,No,,0.0
PSU,Rosewill,RX750-S-B,ATX,80+,750,No,,0.0
PSU,Rosewill,RX850-S-B,ATX,80+,850,No,,0.0
PSU,Rosewill,SL-300TFX,TFX,,300,No,,0.0
PSU,Rosewill,SilentNight-500,ATX,80+ Platinum,500,Semi,,0.0
PSU,Rosewill,Stallion,ATX,,700,No,,0.0
PSU,Rosewill,Stallion,ATX,,400,No,,0.0
PSU,Rosewill,Stallion,ATX,,450,No,,0.0
PSU,Rosewill,Stallion,ATX,,500,No,,0.0
PSU,Rosewill,TOKAMAK 1200,ATX,80+ Titanium,1200,Full,,0.0
PSU,Rosewill,Tachyon,ATX,80+ Platinum,1000,Semi,,0.0
PSU,Rosewill,Tachyon,ATX,80+ Platinum,1200,Full,Black,0.0
PSU,Rosewill,Tachyon,ATX,80+ Platinum,750,Semi,,0.0
PSU,Rosewill,Tachyon,ATX,80+ Platinum,550,Semi,,0.0
PSU,Rosewill,Tachyon,ATX,80+ Platinum,650,Semi,,0.0
PSU,Rosewill,VALENS-500,ATX,80+ Gold,500,No,,0.0
PSU,Rosewill,VALENS-500M,ATX,80+ Gold,500,Semi,,0.0
PSU,Rosewill,VALENS-600,ATX,80+ Gold,600,No,,146.99
PSU,Rosewill,VALENS-600M,ATX,80+ Gold,600,Semi,,0.0
PSU,Rosewill,VALENS-700,ATX,80+ Gold,700,No,,0.0
PSU,Rosewill,VALENS-700M,ATX,80+ Gold,700,Semi,,0.0
PSU,SHARKOON,SilentStorm,SFX,80+ Gold,500,Full,Black,156.03
PSU,SHARKOON,SilentStorm,SFX,80+ Bronze,450,No,Black,0.0
PSU,SHARKOON,SilentStorm Cool Zero,ATX,80+ Gold,850,Full,Black,0.0
PSU,SHARKOON,SilentStorm Cool Zero,ATX,80+ Gold,750,Full,Black,0.0
PSU,SHARKOON,SilentStorm Cool Zero,ATX,80+ Gold,650,Full,Black,0.0
PSU,SHARKOON,SilentStorm Icewind,ATX,80+ Bronze,750,Semi,White / Black,0.0
PSU,SHARKOON,SilentStorm Icewind,ATX,80+ Bronze,650,Semi,White / Black,0.0
PSU,SHARKOON,SilentStorm Icewind,ATX,80+ Bronze,550,Semi,White / Black,0.0
PSU,SHARKOON,SilentStorm Icewind Black,ATX,80+ Bronze,750,Semi,Black,0.0
PSU,SHARKOON,SilentStorm Icewind Black,ATX,80+ Bronze,650,Semi,Black,0.0
PSU,SHARKOON,SilentStorm Icewind Black,ATX,80+ Bronze,550,Semi,Black,0.0
PSU,SHARKOON,WPC Bronze,ATX,80+ Bronze,550,No,Black,0.0
PSU,SHARKOON,WPM Bronze,ATX,80+ Bronze,500,Semi,,0.0
PSU,SHARKOON,WPM Bronze,ATX,80+ Bronze,400,Semi,,0.0
PSU,SHARKOON,WPM Bronze,ATX,80+ Bronze,700,Semi,,0.0
PSU,SHARKOON,WPM Bronze,ATX,80+ Bronze,600,Semi,,0.0
PSU,SHARKOON,WPM Gold Zero,ATX,80+ Gold,550,Semi,Black,0.0
PSU,SeaSonic,CORE GM,ATX,80+ Gold,500,Semi,Black,0.0
PSU,SeaSonic,CORE GM,ATX,80+ Gold,550,Semi,Black,0.0
PSU,SeaSonic,CORE GM,ATX,80+ Gold,650,Semi,Black,0.0
PSU,SeaSonic,Core GC,ATX,80+ Gold,650,No,Black,0.0
PSU,SeaSonic,ECO,ATX,80+ Bronze,430,No,,0.0
PSU,SeaSonic,FOCUS,ATX,80+ Gold,1000,Full,Black,0.0
PSU,SeaSonic,FOCUS,ATX,80+ Platinum,650,Full,Black,214.99
PSU,SeaSonic,FOCUS,ATX,80+ Gold,750,Full,Black,169.99
PSU,SeaSonic,FOCUS,ATX,80+ Gold,550,Full,Black,99.99
PSU,SeaSonic,FOCUS,ATX,80+ Gold,650,Semi,Black,107.98
PSU,SeaSonic,FOCUS,ATX,80+ Gold,850,Semi,Black,0.0
PSU,SeaSonic,FOCUS,ATX,80+ Gold,500,Semi,Black,0.0
PSU,SeaSonic,FOCUS,ATX,80+ Gold,650,Full,Black,124.99
PSU,SeaSonic,FOCUS,ATX,80+ Gold,750,Semi,Black,0.0
PSU,SeaSonic,FOCUS,ATX,80+ Platinum,550,Full,Black,291.99
PSU,SeaSonic,FOCUS,ATX,80+ Platinum,750,Full,Black,144.99
PSU,SeaSonic,FOCUS,ATX,80+ Gold,550,Semi,Black,89.99
PSU,SeaSonic,FOCUS,ATX,80+ Gold,850,Full,Black,0.0
PSU,SeaSonic,FOCUS Gold,ATX,80+ Gold,650,Semi,,100.49
PSU,SeaSonic,FOCUS Gold,ATX,80+ Gold,750,Semi,,131.99
PSU,SeaSonic,FOCUS Gold,ATX,80+ Gold,450,Semi,,0.0
PSU,SeaSonic,FOCUS Gold,ATX,80+ Gold,550,Semi,,99.49
PSU,SeaSonic,FOCUS PX,ATX,80+ Platinum,850,Full,Black,235.99
PSU,SeaSonic,FOCUS Plus Gold,ATX,80+ Gold,750,Full,,0.0
PSU,SeaSonic,FOCUS Plus Gold,ATX,80+ Gold,550,Full,,99.99
PSU,SeaSonic,FOCUS Plus Gold,ATX,80+ Gold,850,Full,,182.0
PSU,SeaSonic,FOCUS Plus Gold,ATX,80+ Gold,1000,Full,Black,269.0
PSU,SeaSonic,FOCUS Plus Gold,ATX,80+ Gold,650,Full,,124.99
PSU,SeaSonic,FOCUS Plus Platinum,ATX,80+ Platinum,850,Full,,0.0
PSU,SeaSonic,FOCUS Plus Platinum,ATX,80+ Platinum,650,Full,,0.0
PSU,SeaSonic,FOCUS Plus Platinum,ATX,80+ Platinum,750,Full,,179.99
PSU,SeaSonic,FOCUS Plus Platinum,ATX,80+ Platinum,550,Full,,117.98
PSU,SeaSonic,FOCUS SGX,SFX,80+ Gold,650,Full,Black,312.99
PSU,SeaSonic,FOCUS SGX,SFX,80+ Gold,450,Full,Black,0.0
PSU,SeaSonic,FOCUS SGX,SFX,80+ Gold,500,Full,Black,107.98
PSU,SeaSonic,G,ATX,80+ Gold,360,No,,0.0
PSU,SeaSonic,G,ATX,80+ Gold,750,Semi,,0.0
PSU,SeaSonic,G,ATX,80+ Gold,550,Semi,,0.0
PSU,SeaSonic,G,ATX,80+ Gold,450,Semi,,0.0
PSU,SeaSonic,G,ATX,80+ Gold,650,Semi,,187.94
PSU,SeaSonic,M12II,ATX,80+ Bronze,850,Semi,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,620,Full,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,430,No,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,850,Full,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,380,No,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,650,Semi,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,620,No,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,520,No,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,520,Full,,0.0
PSU,SeaSonic,M12II,ATX,80+ Bronze,750,Semi,,0.0
PSU,SeaSonic,M12II EVO,ATX,80+ Bronze,850,Full,Black,0.0
PSU,SeaSonic,M12II EVO,ATX,80+ Bronze,520,Full,Black,0.0
PSU,SeaSonic,PRIME,ATX,80+ Gold,850,Full,Black,0.0
PSU,SeaSonic,PRIME,ATX,80+ Gold,1000,Full,Black,0.0
PSU,SeaSonic,PRIME,ATX,80+ Gold,750,Full,Black,156.98
PSU,SeaSonic,PRIME,ATX,80+ Gold,650,Full,Black,0.0
PSU,SeaSonic,PRIME AIRTOUCH,ATX,80+ Gold,850,Full,Black / Red,0.0
PSU,SeaSonic,PRIME Fanless,ATX,80+ Titanium,700,Full,Black,269.74
PSU,SeaSonic,PRIME Gold,ATX,80+ Gold,850,Full,,0.0
PSU,SeaSonic,PRIME Gold,ATX,80+ Gold,1000,Full,,0.0
PSU,SeaSonic,PRIME Gold,ATX,80+ Gold,750,Full,,0.0
PSU,SeaSonic,PRIME Gold,ATX,80+ Gold,1300,Full,Black,0.0
PSU,SeaSonic,PRIME Gold,ATX,80+ Gold,650,Full,,0.0
PSU,SeaSonic,PRIME Gold,ATX,80+ Gold,1200,Full,,0.0
PSU,SeaSonic,PRIME PX,ATX,80+ Platinum,750,Full,Black / Silver,0.0
PSU,SeaSonic,PRIME PX,ATX,80+ Platinum,650,Full,Black / Silver,0.0
PSU,SeaSonic,PRIME PX,ATX,80+ Platinum,850,Full,Black / Silver,0.0
PSU,SeaSonic,PRIME PX,ATX,80+ Platinum,1000,Full,Black / Silver,625.99
PSU,SeaSonic,PRIME Platinum,ATX,80+ Platinum,1000,Full,,0.0
PSU,SeaSonic,PRIME Platinum,ATX,80+ Platinum,650,Full,,0.0
PSU,SeaSonic,PRIME Platinum,ATX,80+ Platinum,1300,Full,Black,0.0
PSU,SeaSonic,PRIME Platinum,ATX,80+ Platinum,750,Full,,0.0
PSU,SeaSonic,PRIME Platinum,ATX,80+ Platinum,850,Full,,0.0
PSU,SeaSonic,PRIME Platinum,ATX,80+ Platinum,1200,Full,,0.0
PSU,SeaSonic,PRIME SNOWSILENT,ATX,80+ Titanium,750,Full,White,0.0
PSU,SeaSonic,PRIME SNOWSILENT,ATX,80+ Gold,550,Full,White,0.0
PSU,SeaSonic,PRIME SNOWSILENT,ATX,80+ Platinum,650,Full,White,0.0
PSU,SeaSonic,PRIME TX,ATX,80+ Titanium,750,Full,Black,0.0
PSU,SeaSonic,PRIME TX,ATX,80+ Titanium,650,Full,Black,0.0
PSU,SeaSonic,PRIME TX,ATX,80+ Titanium,1000,Full,Black,896.49
PSU,SeaSonic,PRIME TX,ATX,80+ Titanium,850,Full,Black,602.99
PSU,SeaSonic,PRIME Titanium,ATX,80+ Titanium,600,Full,Black,218.89
PSU,SeaSonic,PRIME Titanium,ATX,80+ Titanium,850,Full,,0.0
PSU,SeaSonic,PRIME Titanium,ATX,80+ Titanium,1000,Full,,899.0
PSU,SeaSonic,PRIME Titanium,ATX,80+ Titanium,750,Full,,0.0
PSU,SeaSonic,PRIME Titanium,ATX,80+ Titanium,650,Full,,0.0
PSU,SeaSonic,PRIME Ultra Gold,ATX,80+ Gold,850,Full,Black,0.0
PSU,SeaSonic,PRIME Ultra Gold,ATX,80+ Gold,650,Full,Black,0.0
PSU,SeaSonic,PRIME Ultra Gold,ATX,80+ Gold,750,Full,Black,144.99
PSU,SeaSonic,PRIME Ultra Gold,ATX,80+ Gold,1000,Full,Black,300.99
PSU,SeaSonic,PRIME Ultra Gold,ATX,80+ Gold,550,Full,Black,0.0
PSU,SeaSonic,PRIME Ultra Platinum,ATX,80+ Platinum,1000,Full,Black,0.0
PSU,SeaSonic,PRIME Ultra Platinum,ATX,80+ Platinum,650,Full,Black,0.0
PSU,SeaSonic,PRIME Ultra Platinum,ATX,80+ Platinum,550,Full,Black,0.0
PSU,SeaSonic,PRIME Ultra Platinum,ATX,80+ Platinum,850,Full,Black,249.0
PSU,SeaSonic,PRIME Ultra Platinum,ATX,80+ Platinum,750,Full,Black,164.99
PSU,SeaSonic,PRIME Ultra Titanium,ATX,80+ Titanium,1000,Full,,0.0
PSU,SeaSonic,PRIME Ultra Titanium,ATX,80+ Titanium,650,Full,,0.0
PSU,SeaSonic,PRIME Ultra Titanium,ATX,80+ Titanium,750,Full,,419.99
PSU,SeaSonic,PRIME Ultra Titanium,ATX,80+ Titanium,850,Full,,649.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,860,Full,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,1050,Full,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,400,Full,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,1000,Full,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,1200,Full,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,520,Full,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Bronze,600,No,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,760,Full,,0.0
PSU,SeaSonic,Platinum,ATX,80+ Platinum,660,Full,,0.0
PSU,SeaSonic,S12G,ATX,80+ Gold,650,No,,0.0
PSU,SeaSonic,S12G,ATX,80+ Gold,450,No,,0.0
PSU,SeaSonic,S12G,ATX,80+ Gold,750,No,,0.0
PSU,SeaSonic,S12G,ATX,80+ Gold,550,No,,0.0
PSU,SeaSonic,S12II,ATX,80+ Bronze,750,Full,,0.0
PSU,SeaSonic,S12II,ATX,80+ Bronze,350,No,,0.0
PSU,SeaSonic,S12III,ATX,80+ Bronze,550,No,Black,59.99
PSU,SeaSonic,S12III,ATX,80+ Bronze,450,No,Black,0.0
PSU,SeaSonic,S12III,ATX,80+ Bronze,500,No,Black,59.99
PSU,SeaSonic,S12III,ATX,80+ Bronze,650,No,Black,64.99
PSU,SeaSonic,SS-300ES Bronze,ATX,80+ Bronze,300,No,,71.44
PSU,SeaSonic,SS-300ET Bronze,ATX,80+ Bronze,300,No,,0.0
PSU,SeaSonic,SS-300SFD,SFX,80+,300,No,,0.0
PSU,SeaSonic,SS-300TFX Bronze,TFX,80+ Bronze,300,No,,90.11
PSU,SeaSonic,SS-300TGW,TFX,80+ Gold,300,No,,0.0
PSU,SeaSonic,SS-350ET Bronze,ATX,80+ Bronze,350,No,,0.0
PSU,SeaSonic,SS-350SFE,SFX,80+,350,No,,0.0
PSU,SeaSonic,SS-350TGM Retail,TFX,80+ Gold,350,Full,,0.0
PSU,SeaSonic,SS-400ET Bronze,ATX,80+ Bronze,400,No,,0.0
PSU,SeaSonic,SS-500ES Bronze,ATX,80+ Bronze,500,No,,0.0
PSU,SeaSonic,SS-500ET Bronze,ATX,80+ Bronze,500,No,,0.0
PSU,SeaSonic,SS-600ES,ATX,80+ Bronze,600,No,Gray,129.01
PSU,SeaSonic,SS-750HT Silver,ATX,80+ Silver,750,No,,0.0
PSU,SeaSonic,SS-850HT Silver,ATX,80+ Silver,850,No,,239.95
PSU,SeaSonic,SSP-300SFG,SFX,80+ Gold,300,No,,0.0
PSU,SeaSonic,SSP-300ST,ATX,80+ Bronze,300,No,,0.0
PSU,SeaSonic,SSP-300SUG,Flex ATX,80+ Gold,300,No,,0.0
PSU,SeaSonic,SSP-300TBS,TFX,80+ Bronze,300,No,Silver,69.27
PSU,SeaSonic,SSP-350SE,ATX,80+ Bronze,350,No,,0.0
PSU,SeaSonic,SSP-350ST,ATX,80+ Bronze,350,No,,0.0
PSU,SeaSonic,SSP-450RT,ATX,80+ Gold,450,No,,0.0
PSU,SeaSonic,SSP-550RT,ATX,80+ Gold,550,No,,0.0
PSU,SeaSonic,SSP-650RT,ATX,80+ Gold,650,No,,0.0
PSU,SeaSonic,Snow Silent,ATX,80+ Platinum,750,Full,,0.0
PSU,SeaSonic,Snow Silent,ATX,80+ Platinum,1050,Full,,0.0
PSU,SeaSonic,TFX 350,TFX,80+ Gold,350,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Platinum,460,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,400,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,650,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,750,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,1050,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,850,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,660,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,1250,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,560,Full,,0.0
PSU,SeaSonic,X,ATX,80+ Gold,760,Full,,0.0
PSU,SeaSonic,X Series,ATX,80+ Gold,1250,Full,,0.0
PSU,Segotep,GP700G,ATX,80+ Gold,700,No,Black,0.0
PSU,Sentey,ERP-400-SS,ATX,,400,No,,0.0
PSU,Sentey,ERP-500-SM,ATX,,500,Full,,0.0
PSU,Sentey,ERP-500-SMR,ATX,,500,Full,,0.0
PSU,Sentey,ERP-500-SS,ATX,,500,No,,0.0
PSU,Sentey,ERP-600-SM,ATX,,600,Full,,0.0
PSU,Sentey,ERP-600-SS,ATX,,600,No,,0.0
PSU,Sentey,ERP-700-SS,ATX,,700,No,,0.0
PSU,Sentey,GSP1000-SM,ATX,80+ Gold,1000,Full,,0.0
PSU,Sentey,GSP650-SM,ATX,80+ Gold,650,Full,,0.0
PSU,Sentey,GSP750-SM,ATX,80+ Gold,750,Full,,0.0
