type,brand,model,form_factor,efficiency_rating,wattage,modular,color,price
PSU,Enermax,Revolution D.F.,ATX,80+ Gold,750,Full,Black / Silver,0.0
PSU,Enermax,Revolution D.F.,ATX,80+ Gold,650,Full,Black,117.74
PSU,Enermax,TRIATHLOR,ATX,80+ Bronze,550,Semi,,0.0
PSU,Enermax,TRIATHLOR,ATX,80+ Bronze,650,Semi,,0.0
PSU,Enermax,TRIATHLOR ECO,ATX,80+ Bronze,800,Semi,,0.0
PSU,Enermax,TRIATHLOR ECO,ATX,80+ Bronze,1000,Semi,,0.0
PSU,Enhance,ENP-7660,Flex ATX,80+ Platinum,600,No,Silver,0.0
PSU,FSP Group,ATX300-PA,ATX,,300,No,,0.0
PSU,FSP Group,ATX350-PNT,ATX,,350,No,,0.0
PSU,FSP Group,ATX400-PNT,ATX,,400,No,,0.0
PSU,FSP Group,AU-1000PRO,ATX,80+ Gold,1000,No,,0.0
PSU,FSP Group,AU-1200PRO,ATX,80+ Gold,1200,No,,0.0
PSU,FSP Group,AU-400FL,ATX,80+ Gold,400,Semi,,0.0
PSU,FSP Group,AU-500FL,ATX,80+ Gold,500,Semi,,0.0
PSU,FSP Group,AU-750M,ATX,80+ Gold,750,Semi,,0.0
PSU,FSP Group,AU-850PRO,ATX,80+ Gold,850,No,,0.0
PSU,FSP Group,AURUM 92+,ATX,80+ Platinum,550,Semi,,0.0
PSU,FSP Group,AURUM 92+,ATX,80+ Platinum,650,Semi,,0.0
PSU,FSP Group,AURUM 92+,ATX,80+ Platinum,450,Semi,,0.0
PSU,FSP Group,AURUM CM GOLD 650,ATX,80+ Gold,650,Semi,,0.0
PSU,FSP Group,AURUM GOLD 400,ATX,80+ Gold,400,No,,0.0
PSU,FSP Group,AURUM GOLD 500,ATX,80+ Gold,500,No,,0.0
PSU,FSP Group,AURUM GOLD 600,ATX,80+ Gold,600,No,,0.0
PSU,FSP Group,AURUM GOLD 700,ATX,80+ Gold,700,No,,0.0
PSU,FSP Group,AURUM S 400W,ATX,80+ Gold,400,No,,0.0
PSU,FSP Group,AURUM S 500W,ATX,80+ Gold,500,No,,0.0
PSU,FSP Group,AURUM S 600W,ATX,80+ Gold,600,No,,0.0
PSU,FSP Group,Berserker 500,ATX,80+ Bronze,500,No,,0.0
PSU,FSP Group,Berzerker,ATX,80+ Bronze,500,No,,0.0
PSU,FSP Group,Dagger,SFX,80+ Gold,500,Full,Black,0.0
PSU,FSP Group,Dagger,SFX,80+ Gold,600,Full,Black,0.0
PSU,FSP Group,Dagger Pro,SFX,80+ Gold,550,Full,Black,0.0
PSU,FSP Group,Dagger Pro,SFX,80+ Gold,650,Full,Black,129.99
PSU,FSP Group,Everest 85PLUS 800,ATX,80+ Bronze,800,Full,,0.0
PSU,FSP Group,FSP180-50NIV,Micro ATX,,180,No,,0.0
PSU,FSP Group,FSP220-60LE(80),Mini ITX,80+,220,No,,79.98
PSU,FSP Group,FSP270-60LE,Mini ITX,80+,270,No,,0.0
PSU,FSP Group,FSP300-57FCB,Flex ATX,80+ Gold,300,Full,Black,0.0
PSU,FSP Group,FSP300-60GHS(85),SFX,80+ Bronze,300,No,,0.0
PSU,FSP Group,FSP300-60GHS-R,SFX,80+,300,No,,79.89
PSU,FSP Group,FSP300-60GHT,TFX,80+,300,No,,0.0
PSU,FSP Group,FSP300-60GHT(85),TFX,80+ Bronze,300,No,,0.0
PSU,FSP Group,FSP300-60LG,Mini ITX,80+ Bronze,300,No,,0.0
PSU,FSP Group,FSP300-60LG-5K,Flex ATX,80+ Bronze,300,No,,0.0
PSU,FSP Group,FSP300-60SGV,TFX,80+ Gold,300,No,,0.0
PSU,FSP Group,FSP400-60FGGBA,Flex ATX,80+ Gold,400,No,,225.99
PSU,FSP Group,FSP400-60GHS(85)-R,SFX,80+ Bronze,400,No,,0.0
PSU,FSP Group,FSP450-60GHS(85)-R,SFX,80+ Bronze,450,No,,0.0
PSU,FSP Group,FSP500-50FGGBN,Flex ATX,80+ Gold,500,No,,0.0
PSU,FSP Group,FSP500-50FSPT,Flex ATX,80+ Platinum,500,No,,0.0
PSU,FSP Group,FSP650-80EGN,ATX,80+ Gold,650,No,,0.0
PSU,FSP Group,HEXA 85+,ATX,80+ Bronze,350,No,Black,0.0
PSU,FSP Group,HEXA 85+,ATX,80+ Bronze,450,No,Black,0.0
PSU,FSP Group,HEXA 85+,ATX,80+ Bronze,550,No,Black,0.0
PSU,FSP Group,HEXA 85+,ATX,80+ Bronze,850,No,Black,0.0
PSU,FSP Group,HEXA+,ATX,,500,No,,0.0
PSU,FSP Group,Hydro G,ATX,80+ Gold,750,Full,,0.0
PSU,FSP Group,Hydro G,ATX,80+ Gold,850,Full,,0.0
PSU,FSP Group,Hydro G,ATX,80+ Gold,650,Full,,0.0
PSU,FSP Group,Hydro G Pro,ATX,80+ Gold,1000,Full,Black,0.0
PSU,FSP Group,Hydro G Pro,ATX,80+ Gold,850,Full,Black,0.0
PSU,FSP Group,Hydro G Pro,ATX,80+ Gold,650,Full,Black,0.0
PSU,FSP Group,Hydro G Pro,ATX,80+ Gold,750,Full,Black,146.74
PSU,FSP Group,Hydro GE,ATX,80+ Gold,650,Full,,109.99
PSU,FSP Group,Hydro GE,ATX,80+ Gold,550,Full,,99.99
PSU,FSP Group,Hydro PTM,ATX,80+ Platinum,750,Full,Black,0.0
PSU,FSP Group,Hydro PTM,ATX,80+ Platinum,650,Full,Black,0.0
PSU,FSP Group,Hydro PTM,ATX,80+ Platinum,550,Full,Black,0.0
PSU,FSP Group,Hydro X,ATX,80+ Gold,450,No,,0.0
PSU,FSP Group,Hydro X,ATX,80+ Gold,550,No,,0.0
PSU,FSP Group,Hydro X,ATX,80+ Gold,650,No,,0.0
PSU,FSP Group,Hyper M,ATX,80+,700,Semi,Black,0.0
PSU,FSP Group,Hyper M85+,ATX,80+ Bronze,650,Semi,Black,89.99
PSU,FSP Group,Hyper M85+,ATX,80+ Bronze,550,Semi,Black,79.98
PSU,FSP Group,PT1000FM,ATX,80+ Platinum,1000,Full,,0.0
PSU,FSP Group,PT1200FM,ATX,80+ Platinum,1200,Full,,0.0
PSU,FSP Group,PT850FM,ATX,80+ Platinum,850,Full,,0.0
PSU,FSP Group,Raider 450,ATX,80+ Bronze,450,No,,0.0
PSU,FSP Group,Raider 550,ATX,80+ Bronze,550,No,,0.0
PSU,FSP Group,Raider 650,ATX,80+ Bronze,650,No,,0.0
PSU,FSP Group,Raider 750,ATX,80+ Bronze,750,No,,0.0
PSU,FSP Group,Raider S 450,ATX,80+ Silver,450,No,,0.0
PSU,FSP Group,Raider S 550,ATX,80+ Silver,550,No,,0.0
PSU,FSP Group,Raider S 650,ATX,80+ Silver,650,No,,0.0
PSU,FSP Group,Raider S 750,ATX,80+ Silver,750,No,,0.0
PSU,FSP Group,SAGA+ 400R,ATX,,400,No,,0.0
PSU,FSP Group,SAGA+ 450R,ATX,,450,No,,0.0
PSU,FSP Group,SAGA+ 500R,ATX,,500,No,,0.0
PSU,FSP Group,SFX Pro,SFX,80+ Bronze,350,No,Black,0.0
PSU,FSP Group,SFX Pro,SFX,80+ Bronze,450,No,Black,0.0
PSU,FSP Group,Twins,ATX,80+ Gold,700,No,,529.99
PSU,FSP Group,Twins,ATX,80+ Gold,500,No,,0.0
PSU,FSP Group,VITAL 400,ATX,80+,400,No,,0.0
PSU,FSP Group,ZEN 400,ATX,80+ Bronze,400,No,,0.0
PSU,FirePower,ZT,ATX,80+ Bronze,550,Full,,0.0
PSU,FirePower,ZX,ATX,80+ Gold,850,Full,,0.0
PSU,Fractal Design,Edison M,ATX,80+ Gold,550,Semi,,0.0
PSU,Fractal Design,Edison M,ATX,80+ Gold,450,Semi,,0.0
PSU,Fractal Design,Edison M,ATX,80+ Gold,650,Semi,,0.0
PSU,Fractal Design,Edison M,ATX,80+ Gold,750,Semi,,0.0
PSU,Fractal Design,Integra M,ATX,80+ Bronze,750,Semi,,0.0
PSU,Fractal Design,Integra M,ATX,80+ Bronze,650,Semi,,0.0
PSU,Fractal Design,Integra M,ATX,80+ Bronze,450,Semi,,0.0
PSU,Fractal Design,Integra M,ATX,80+ Bronze,550,Semi,,0.0
PSU,Fractal Design,Integra R2,ATX,80+ Bronze,750,No,,0.0
PSU,Fractal Design,Integra R2,ATX,80+ Bronze,500,No,,0.0
PSU,Fractal Design,Integra R2,ATX,80+ Bronze,650,No,,0.0
PSU,Fractal Design,Ion SFX-L,SFX,80+ Gold,650,Full,Black,120.98
PSU,Fractal Design,Ion SFX-L,SFX,80+ Gold,500,Full,Black,0.0
PSU,Fractal Design,Ion+,ATX,80+ Platinum,560,Full,Black,97.99
PSU,Fractal Design,Ion+,ATX,80+ Platinum,860,Full,Black,0.0
PSU,Fractal Design,Ion+,ATX,80+ Platinum,760,Full,Black,0.0
PSU,Fractal Design,Ion+,ATX,80+ Platinum,660,Full,Black,114.99
PSU,Fractal Design,Newton R3,ATX,80+ Platinum,600,Semi,,302.58
PSU,Fractal Design,Newton R3,ATX,80+ Platinum,800,Semi,,400.59
PSU,Fractal Design,Newton R3,ATX,80+ Platinum,600,Semi,,0.0
PSU,Fractal Design,Newton R3,ATX,80+ Platinum,1000,Semi,,0.0
PSU,Fractal Design,Tesla R2,ATX,80+ Gold,800,No,,0.0
PSU,Fractal Design,Tesla R2,ATX,80+ Gold,1000,No,,0.0
PSU,Fractal Design,Tesla R2,ATX,80+ Gold,650,No,,0.0
PSU,Fractal Design,Tesla R2,ATX,80+ Gold,500,No,,0.0
PSU,G.Skill,RIPJAWS Gold,ATX,80+ Gold,850,Full,Black,0.0
PSU,G.Skill,RIPJAWS Gold,ATX,80+ Gold,750,Full,Black,0.0
PSU,G.Skill,RIPJAWS Platinum,ATX,80+ Platinum,1250,Full,Black,0.0
PSU,G.Skill,RIPJAWS Platinum,ATX,80+ Platinum,850,Full,Black,0.0
PSU,GAMDIAS,ASTRAPE E1,ATX,80+,550,No,Black / Multicolor,0.0
PSU,GAMDIAS,ASTRAPE M1,ATX,80+,650,No,Black / Multicolor,0.0
PSU,GAMDIAS,ASTRAPE M1,ATX,80+,550,No,Black / Multicolor,0.0
PSU,GAMDIAS,ASTRAPE M1 B,ATX,80+ Bronze,750,No,Black / Multicolor,0.0
PSU,GAMDIAS,ASTRAPE M1 B,ATX,80+ Bronze,650,No,Black / Multicolor,0.0
PSU,GAMDIAS,ASTRAPE P1 G,ATX,80+ Gold,650,Full,Black / Multicolor,0.0
PSU,GAMDIAS,ASTRAPE P1 G,ATX,80+ Gold,750,Full,Black / Multicolor,0.0
PSU,GAMDIAS,Cyclops X1 P,ATX,80+ Platinum,1200,Full,Black / Multicolor,0.0
PSU,GAMDIAS,KRATOS E1,ATX,80+,500,No,Black,0.0
PSU,GAMDIAS,KRATOS M1 B,ATX,80+ Bronze,750,No,Black,69.0
PSU,GAMDIAS,KRATOS M1 B,ATX,80+ Bronze,600,No,Black,0.0
PSU,GAMDIAS,KRATOS M1 B,ATX,80+ Gold,750,Semi,Black,99.99
PSU,GAMDIAS,KRATOS P1 G,ATX,80+ Gold,650,No,Black,89.99
PSU,GameMax,GM,ATX,80+ Gold,1350,No,Black,0.0
PSU,GameMax,GM,ATX,80+ Bronze,800,Semi,Black,0.0
PSU,GameMax,GM,ATX,80+ Gold,1800,No,Black,0.0
PSU,GameMax,GM,ATX,80+ Gold,2000,No,Black,0.0
PSU,GameMax,GM,ATX,80+ Gold,500,Semi,Black,0.0
PSU,GameMax,GM,ATX,80+ Bronze,300,No,Silver,0.0
PSU,GameMax,GM,ATX,80+ Bronze,500,Semi,Black,0.0
PSU,GameMax,GM,ATX,80+ Gold,1650,No,Black,0.0
PSU,GameMax,GM-1050,ATX,80+ Silver,1050,Semi,,0.0
PSU,GameMax,GP,ATX,80+ Bronze,500,No,Black,0.0
PSU,GameMax,GP,ATX,80+ Bronze,550,No,Black,0.0
PSU,GameMax,GP,ATX,80+ Bronze,650,No,Black,0.0
PSU,GameMax,GP,ATX,80+ Bronze,400,No,Black,0.0
PSU,GameMax,GS,SFX,80+ Bronze,300,No,Silver,0.0
PSU,GameMax,GT,TFX,80+ Bronze,300,No,Silver,0.0
PSU,GameMax,RGB Rainbow,ATX,80+ Gold,1050,Full,Black,0.0
PSU,GameMax,RGB Rainbow,ATX,80+ Gold,550,Full,Black,0.0
PSU,GameMax,RGB Rainbow,ATX,80+ Gold,850,Full,Black,0.0
PSU,GameMax,RGB Rainbow,ATX,80+ Gold,750,Full,Black,0.0
PSU,Gigabyte,AORUS P GM,ATX,80+ Gold,850,Full,Black / Silver,0.0
PSU,Gigabyte,AORUS P GM,ATX,80+ Gold,750,Full,Black / Silver,0.0
PSU,Gigabyte,B-H,ATX,80+ Bronze,700,Semi,Black,0.0
PSU,Gigabyte,GE-P450P-C2,ATX,80+,550,No,,0.0
PSU,Gigabyte,GP-G750H,ATX,80+ Gold,750,Semi,Black,0.0
PSU,Gigabyte,GreenMax Plus,ATX,80+ Bronze,550,No,,0.0
PSU,Gigabyte,GreenMax Plus,ATX,80+ Bronze,650,No,,0.0
PSU,Gigabyte,P GM,ATX,80+ Gold,750,Full,Black,109.99
PSU,Gigabyte,P GM,ATX,80+ Gold,850,Full,Black,119.99
PSU,Gigabyte,P-B,ATX,80+ Bronze,450,No,Black,39.99
PSU,Gigabyte,P-B,ATX,80+ Bronze,650,No,Black,69.99
PSU,Gigabyte,PB500,ATX,80+ Bronze,500,No,,0.0
PSU,Gigabyte,PW400,ATX,80+,400,No,Black,0.0
PSU,HEC,Cougar,ATX,80+,700,Semi,,0.0
PSU,HEC,HEC200SA-2FX,Mini ITX,,200,No,,0.0
PSU,HEC,HEC200SA2FX,Mini ITX,,200,No,,0.0
PSU,HEC,HEC200SAFX,Mini ITX,,200,No,,0.0
PSU,HEC,HEC250SRT,SFX,,250,No,,0.0
PSU,HEC,HEC350TEWX,ATX,80+,350,No,,0.0
PSU,HEC,HP485D,ATX,,485,No,,0.0
PSU,HEC,HP485D Retail,ATX,,485,No,,0.0
PSU,HEC,HP585D,ATX,,585,No,,0.0
PSU,HEC,HP585D RETAIL,ATX,,585,No,,0.0
PSU,HEC,Orion,ATX,,585,No,Black,0.0
PSU,HEC,Raptor500,ATX,,500,No,,0.0
PSU,HEC,X-Power Pro 600,ATX,,600,No,,0.0
PSU,HEC,X-Power Pro 650,ATX,,650,No,,0.0
PSU,HEC,XP1080,ATX,,1080,Full,,0.0
PSU,HEC,XPOWER585 OEM,ATX,,585,No,,0.0
PSU,HEC,XPOWER585 RETAIL,ATX,,585,No,,0.0
PSU,HEC,XPOWER780,ATX,,600,No,,0.0
PSU,HEC,ZEPHY580MX,ATX,,580,No,,0.0
PSU,HEC,ZEPHYR650,ATX,,650,No,,0.0
PSU,HEC,Zephyr MX-750,ATX,80+ Bronze,750,No,,0.0
PSU,In Win,Classic,ATX,80+ Platinum,750,Full,,0.0
PSU,In Win,Classic,ATX,80+ Platinum,900,Full,,0.0
PSU,In Win,Commander,ATX,80+,1200,Full,,0.0
PSU,In Win,Commander II,ATX,80+ Bronze,1200,Full,,0.0
PSU,In Win,Commander II,ATX,80+ Bronze,850,Full,,0.0
PSU,In Win,Commander II,ATX,80+ Bronze,750,Full,,0.0
PSU,In Win,Commander III,ATX,80+ Gold,700,Semi,,0.0
PSU,In Win,Commander III,ATX,80+ Gold,800,Semi,,0.0
PSU,In Win,Commander III 600,ATX,80+ Gold,600,Semi,,0.0
PSU,In Win,Compact,SFX,80+ Gold,700,Full,Black,0.0
PSU,In Win,Glacier,ATX,80+ Gold,900,Semi,,0.0
PSU,In Win,GreenMe 550,ATX,80+ Bronze,550,No,,176.59
PSU,In Win,GreenMe 650,ATX,80+ Bronze,650,No,,0.0
PSU,In Win,IP-P300BN7-2,ATX,80+,300,No,,53.92
PSU,In Win,IP-S200DF1-0,TFX,,200,No,,63.0
PSU,In Win,IP-S300FF1-0,TFX,80+,300,No,,57.99
PSU,In Win,IP-S350CQ2-0T,ATX,,350,No,,0.0
PSU,In Win,P,ATX,80+ Gold,750,Full,Black,0.0
PSU,In Win,P,ATX,80+ Gold,850,Full,Black,124.3
PSU,In Win,P,ATX,80+ Gold,650,Full,Black,0.0
PSU,In Win,PB,ATX,80+ Gold,850,Full,,0.0
PSU,In Win,PB,ATX,80+ Gold,650,Full,,0.0
PSU,In Win,PB,ATX,80+ Gold,750,Full,,150.0
PSU,Insignia,NS-PCW5508,ATX,80+ Bronze,550,No,Black,0.0
PSU,KOLINK,Classic Power,ATX,80+ Bronze,500,No,Black / Red,0.0
PSU,KOLINK,Classic Power,ATX,80+ Bronze,600,No,Black / Red,0.0
PSU,KOLINK,Classic Power,ATX,80+ Bronze,700,No,Black / Red,0.0
PSU,KOLINK,Classic Power,ATX,80+ Bronze,400,No,Black / Red,0.0
PSU,KOLINK,ENCLAVE,ATX,80+ Gold,700,Full,Black / Yellow,0.0
PSU,KOLINK,ENCLAVE,ATX,80+ Gold,500,Full,Black / Yellow,0.0
PSU,KOLINK,ENCLAVE,ATX,80+ Gold,600,Full,Black / Yellow,0.0
PSU,KOLINK,KL-SFX250,SFX,80+ Bronze,250,No,Black / Green,0.0
PSU,KOLINK,KL-SFX350,SFX,80+ Bronze,350,No,Black / Green,0.0
PSU,KOLINK,KL-SFX450,SFX,80+ Bronze,450,No,Black / Green,0.0
PSU,Kingwin,ABT-1050MM,ATX,,1050,No,,0.0
PSU,Kingwin,ABT-450MM,ATX,,450,No,,0.0
PSU,Kingwin,ABT-610MM,ATX,,610,No,,0.0
PSU,Kingwin,ABT-650MM,BTX,,650,No,,0.0
PSU,Kingwin,ABT-730MM,ATX,,730,No,,0.0
PSU,Kingwin,ABT-750MM,BTX,,750,No,,0.0
PSU,Kingwin,ABT-850MM,ATX,,850,No,,0.0
PSU,Kingwin,AP-550,ATX,80+ Platinum,550,No,,0.0
PSU,Kingwin,KX-1000,ATX,80+ Bronze,1000,Semi,,0.0
PSU,Kingwin,Lazer,ATX,80+ Bronze,1000,Semi,,0.0
PSU,Kingwin,Lazer,ATX,80+ Bronze,850,Semi,,0.0
PSU,Kingwin,Lazer,ATX,,660,Full,,0.0
PSU,Kingwin,Lazer,ATX,80+,750,Full,,0.0
PSU,Kingwin,Lazer Gold,ATX,80+ Gold,1000,Full,,0.0
PSU,Kingwin,Lazer Gold,ATX,80+ Gold,550,Full,,0.0
PSU,Kingwin,Lazer Gold,ATX,80+ Gold,850,Full,,0.0
PSU,Kingwin,Lazer Gold,ATX,80+ Gold,1300,Semi,,0.0
PSU,Kingwin,Lazer Gold,ATX,80+ Gold,700,Full,,0.0
PSU,Kingwin,Lazer Platinum,ATX,80+ Platinum,1000,Semi,,0.0
PSU,Kingwin,Lazer Platinum,ATX,80+ Platinum,650,Semi,,0.0
PSU,Kingwin,Lazer Platinum,ATX,80+ Platinum,750,Semi,,0.0
PSU,Kingwin,Lazer Platinum,ATX,80+ Platinum,550,Semi,,0.0
PSU,Kingwin,Lazer Platinum,ATX,80+ Platinum,850,Semi,,0.0
PSU,Kingwin,MK,ATX,,650,No,,0.0
PSU,Kingwin,MK,ATX,,1000,No,,0.0
PSU,Kingwin,MK,ATX,,750,No,,0.0
PSU,Kingwin,MK,ATX,,850,No,,0.0
PSU,Kingwin,MKX,ATX,,850,Semi,,0.0
PSU,Kingwin,Mach 1,BTX,80+ Bronze,1000,Semi,,0.0
PSU,Kingwin,Mach 1,BTX,80+ Bronze,1220,Full,,0.0
PSU,Kingwin,STR-500,ATX,80+ Platinum,500,Semi,,0.0
PSU,Kuroutoshikou,KRPW-L5-500W/80+,ATX,80+,500,No,,0.0
PSU,LEPA,B550-MB,ATX,80+ Bronze,550,Semi,,0.0
PSU,LEPA,B550-SA,ATX,80+ Bronze,550,No,,0.0
PSU,LEPA,B650-SA,ATX,80+ Bronze,650,No,,0.0
PSU,LEPA,B850-MA,ATX,80+ Bronze,850,Semi,,0.0
PSU,LEPA,G,ATX,80+ Gold,650,Semi,,0.0
PSU,LEPA,G Series,ATX,80+ Gold,1600,Full,,0.0
PSU,LEPA,G1000-MA,ATX,80+ Gold,1000,Semi,,0.0
PSU,LEPA,G1000-MB,ATX,80+ Gold,1000,Full,,0.0
PSU,LEPA,G1200-MA,ATX,80+ Gold,1200,Semi,,0.0
PSU,LEPA,G800-MB,ATX,80+ Gold,800,Semi,,0.0
PSU,LEPA,MX-F1,ATX,,600,No,,0.0
PSU,LEPA,MX-F1,ATX,,350,No,,0.0
PSU,LEPA,MX-F1,ATX,,400,No,,0.0
PSU,LEPA,MaxBron,ATX,80+ Bronze,650,Semi,,0.0
PSU,LEPA,MaxBron,ATX,80+ Bronze,700,Semi,,0.0
PSU,LEPA,MaxBron,ATX,80+ Bronze,1000,Semi,,0.0
PSU,LEPA,MaxBron,ATX,80+ Bronze,450,Semi,,0.0
PSU,LEPA,MaxBron,ATX,80+ Bronze,800,Semi,,97.99
PSU,LEPA,MaxGold,ATX,80+ Gold,600,No,,0.0
PSU,LEPA,MaxGold,ATX,80+ Gold,700,Semi,,0.0
PSU,LEPA,MaxGold,ATX,80+ Gold,500,No,,0.0
PSU,LEPA,N,ATX,,500,No,,0.0
PSU,LEPA,P1375-MA,ATX,80+ Platinum,1375,Full,,0.0
PSU,Lian Li,PE,SFX,80+ Platinum,750,Full,,0.0
PSU,Lian Li,PE,SFX,80+ Gold,550,Full,,0.0
PSU,Linkworld,LPG12-35-p4,ATX,,550,No,,0.0
PSU,Linkworld,LPG8 630w,ATX,,630,No,,0.0
PSU,Linkworld,LPK2-30-P4,ATX,,500,No,,0.0
PSU,Logisys,AT750BK,ATX,80+ Bronze,750,No,,0.0
PSU,Logisys,PS350MA,Micro ATX,,350,No,,16.98
PSU,Logisys,PS480D,ATX,,480,No,,21.99
PSU,Logisys,PS480D-BK,ATX,,480,No,,0.0
PSU,Logisys,PS480D2,ATX,,480,No,,16.98
PSU,Logisys,PS480E12,ATX,,480,No,,0.0
PSU,Logisys,PS480X2,ATX,,480,No,,0.0
PSU,Logisys,PS550AC,ATX,,550,No,,0.0
PSU,Logisys,PS550E12,ATX,,550,No,,0.0
PSU,Logisys,PS550E12BK,ATX,,550,No,,0.0
PSU,Logisys,PS575XBK,ATX,,575,No,,0.0
PSU,Logisys,PS600XBK,ATX,,600,No,,0.0
PSU,Mars Gaming,MP700,ATX,,700,No,,0.0
PSU,Mars Gaming,MPII650,ATX,,650,No,Black / Red,0.0
PSU,Mistel,MX550 FANLESS,ATX,80+ Gold,550,Full,Black,0.0
PSU,Mistel,MX650 FANLESS,ATX,80+ Platinum,650,Full,Black,0.0
PSU,Montech,CENTURY,ATX,80+ Gold,550,Full,Black,0.0
PSU,Montech,CENTURY,ATX,80+ Gold,650,Full,Black,0.0
PSU,Montech,CENTURY,ATX,80+ Gold,850,Full,Black,0.0
PSU,Mushkin,MKNPSJL1000,ATX,80+ Gold,1000,No,,0.0
PSU,Mushkin,MKNPSJL800,ATX,80+ Silver,800,No,,0.0
PSU,NOX,Hummer,ATX,80+ Bronze,650,Semi,,0.0
PSU,NOX,Hummer GD,ATX,80+ Gold,750,No,,0.0
PSU,NOX,Hummer X,ATX,80+ Gold,650,Full,Black,0.0
PSU,NOX,URANO TX,ATX,,850,No,,0.0
PSU,NZXT,C,ATX,80+ Gold,850,Full,Black,129.99
PSU,NZXT,C,ATX,80+ Gold,750,Full,Black,119.99
PSU,NZXT,C,ATX,80+ Gold,650,Full,Black,104.4
PSU,NZXT,E,ATX,80+ Gold,500,Full,Black,0.0
PSU,NZXT,E,ATX,80+ Gold,850,Full,Black,0.0
PSU,NZXT,E,ATX,80+ Gold,650,Full,Black,0.0
PSU,NZXT,HALE 90,ATX,80+ Gold,850,Full,,0.0
PSU,NZXT,HALE 90,ATX,80+ Gold,1000,Full,,0.0
PSU,NZXT,HALE 90,ATX,80+ Gold,650,Full,,0.0
PSU,NZXT,HALE 90,ATX,80+ Gold,750,Full,,0.0
PSU,NZXT,HALE82,ATX,80+ Bronze,850,Semi,,0.0
PSU,NZXT,HALE82,ATX,80+ Bronze,650,Semi,,0.0
PSU,NZXT,HALE82,ATX,80+ Bronze,750,Semi,,0.0
PSU,NZXT,HALE82 V2,ATX,80+ Bronze,550,Full,,0.0
PSU,NZXT,HALE82 V2,ATX,80+ Bronze,700,Full,,0.0
PSU,NZXT,HALE82N,ATX,80+ Bronze,550,No,,0.0
PSU,NZXT,HALE82N,ATX,80+ Bronze,750,No,,0.0
PSU,NZXT,HALE82N,ATX,80+ Bronze,650,No,,0.0
PSU,NZXT,HALE90 V2,ATX,80+ Gold,1000,Full,,0.0
PSU,NZXT,HALE90 V2,ATX,80+ Gold,1200,Full,,0.0
PSU,NZXT,HALE90 V2,ATX,80+ Gold,850,Full,,0.0
PSU,Nexus,NX-5000 R3,ATX,80+ Bronze,530,No,,0.0
PSU,OCZ,EliteXStream,ATX,80+,800,No,,0.0
PSU,OCZ,EliteXStream,ATX,80+,1000,No,,0.0
PSU,OCZ,Fatal1ty,ATX,80+ Bronze,550,Full,,0.0
PSU,OCZ,Fatal1ty,ATX,80+ Bronze,750,Full,,0.0
PSU,OCZ,Fatal1ty,ATX,80+ Bronze,750,Semi,,0.0
PSU,OCZ,Fatal1ty,ATX,80+,550,Semi,,0.0
PSU,OCZ,Fatal1ty,ATX,80+ Gold,1000,Semi,,441.59
PSU,OCZ,ModXStream Pro,ATX,80+,500,Semi,,0.0
PSU,OCZ,ModXStream Pro,ATX,80+,600,Semi,,0.0
PSU,OCZ,ModXStream Pro,ATX,80+,700,Semi,,0.0
PSU,OCZ,StealthXStream,ATX,,700,No,,0.0
PSU,OCZ,StealthXstream II,ATX,80+,700,No,,0.0
PSU,OCZ,StealthXstream II,ATX,80+,500,No,,0.0
PSU,OCZ,StealthXstream II,ATX,80+,600,No,,0.0
PSU,OCZ,Z Series Gold,ATX,80+ Gold,1000,Semi,,0.0
PSU,OCZ,Z Series Gold,ATX,80+ Gold,850,Semi,,0.0
PSU,OCZ,ZS,ATX,80+ Bronze,550,No,,0.0
PSU,OCZ,ZS,ATX,80+ Bronze,750,No,,0.0
PSU,OCZ,ZS,ATX,80+ Bronze,650,No,,0.0
PSU,OCZ,ZT,ATX,80+ Bronze,550,Full,,0.0
PSU,OCZ,ZT,ATX,80+ Bronze,650,Full,,0.0
PSU,OCZ,ZT,ATX,80+ Bronze,750,Full,,0.0
PSU,OCZ,ZX,ATX,80+ Gold,1000,Full,,0.0
PSU,OCZ,ZX,ATX,80+ Gold,850,Semi,,0.0
PSU,OCZ,ZX,ATX,80+ Gold,1250,Full,,0.0
PSU,PC Power & Cooling,Fatal1ty Gaming,ATX,80+ Gold,750,Full,Black / Red,0.0
PSU,PC Power & Cooling,PPCT1200ESA,ATX,,1200,No,,0.0
PSU,PC Power & Cooling,PPCT860,ATX,80+,860,No,,0.0
PSU,PC Power & Cooling,Power Master,ATX,80+ Bronze,600,Semi,Black / Red,102.56
PSU,PC Power & Cooling,S47ATX-B,ATX,,470,No,,0.0
PSU,PC Power & Cooling,S61EPS-B,ATX,80+,610,No,,0.0
PSU,PC Power & Cooling,S75CF,ATX,80+,750,No,,0.0
PSU,PC Power & Cooling,S75CF-B,ATX,80+,750,No,,0.0
PSU,PC Power & Cooling,Silencer,ATX,80+ Silver,910,No,,0.0
PSU,PC Power & Cooling,Silencer,ATX,80+ Platinum,1050,Full,,194.52
PSU,PC Power & Cooling,Silencer,ATX,80+ Platinum,1200,Full,,309.82
PSU,PC Power & Cooling,Silencer,ATX,80+ Silver,760,No,,0.0
PSU,PC Power & Cooling,Silencer MK III,ATX,80+ Gold,750,Semi,,0.0
PSU,PC Power & Cooling,Silencer MK III,ATX,80+ Bronze,600,Semi,,0.0
