type,brand,model,cores,base_clock,boost_clock,tdp,integrated_graphics,multithreading,price,cpu_socket,cpu_socket_source
CPU,Intel,Core i3-9300,4,3700000000,4300000000.0,62,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i3-9300,4,3700000000,4300000000.0,62,,False,195.49,,wikidata_no_qid
CPU,Intel,Core i3-9320,4,3700000000,4400000000.0,62,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i3-9350K,4,4000000000,4600000000.0,91,Intel HD Graphics 630,False,331.67,,wikidata_no_qid
CPU,Intel,Core i3-9350K,4,4000000000,4600000000.0,91,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i3-9350KF,4,4000000000,4600000000.0,91,,False,161.36,,wikidata_no_qid
CPU,Intel,Core i5-10400,6,2900000000,4300000000.0,65,Intel UHD Graphics 630,True,179.99,,wikidata_no_qid
CPU,Intel,Core i5-10400F,6,2900000000,4300000000.0,65,,True,173.99,,wikidata_no_qid
CPU,Intel,Core i5-10500,6,3100000000,4500000000.0,65,Intel UHD Graphics 630,True,239.99,,wikidata_no_qid
CPU,Intel,Core i5-10600,6,3300000000,4800000000.0,65,Intel UHD Graphics 630,True,261.25,,wikidata_no_qid
CPU,Intel,Core i5-10600K,6,4099999999,4800000000.0,125,Intel UHD Graphics 630,True,260.99,,wikidata_no_qid
CPU,Intel,Core i5-10600KF,6,4099999999,4800000000.0,125,,True,322.77,,wikidata_no_qid
CPU,Intel,Core i5-2300,4,2800000000,,95,Intel HD Graphics 2000,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-2310,4,2900000000,,95,Intel HD Graphics 2000,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-2320,4,3000000000,,95,Intel HD Graphics 2000,False,249.95,,wikidata_no_qid
CPU,Intel,Core i5-2380P,4,3100000000,,95,,False,150.0,,wikidata_no_qid
CPU,Intel,Core i5-2400,4,3100000000,,95,Intel HD Graphics 2000,False,203.95,,wikidata_no_qid
CPU,Intel,Core i5-2400S,4,2500000000,,65,Intel HD Graphics 2000,False,172.0,,wikidata_no_qid
CPU,Intel,Core i5-2405S,4,2500000000,,65,Intel HD Graphics 3000,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-2450P,4,3200000000,,95,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-2500,4,3300000000,,95,Intel HD Graphics 2000,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-2500K,4,3300000000,,95,Intel HD Graphics 3000,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-2550K,4,3400000000,,95,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-3330,4,3000000000,,77,Intel HD Graphics 2500,False,0.0,LGA 1155,wikidata_P1041
CPU,Intel,Core i5-3330S,4,2700000000,3200000000.0,65,Intel HD Graphics 2500,False,205.03,,wikidata_no_qid
CPU,Intel,Core i5-3340,4,3100000000,3300000000.0,77,Intel HD Graphics 2500,False,149.99,,wikidata_no_qid
CPU,Intel,Core i5-3340S,4,2800000000,3300000000.0,65,Intel HD Graphics 2500,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-3350P,4,3100000000,,69,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-3360M,2,2800000000,3500000000.0,35,Intel HD Graphics,True,594.15,,wikidata_no_qid
CPU,Intel,Core i5-3450,4,3100000000,,77,Intel HD Graphics 2500,False,183.85,,wikidata_no_qid
CPU,Intel,Core i5-3450S,4,2800000000,,65,Intel HD Graphics 2500,False,95.0,,wikidata_no_qid
CPU,Intel,Core i5-3470,4,3200000000,,77,Intel HD Graphics 2500,False,85.0,,wikidata_no_qid
CPU,Intel,Core i5-3470S,4,2900000000,,65,Intel HD Graphics 2500,False,69.0,,wikidata_no_qid
CPU,Intel,Core i5-3550,4,3300000000,,77,Intel HD Graphics 2500,False,303.97,,wikidata_no_qid
CPU,Intel,Core i5-3550S,4,3000000000,3700000000.0,65,Intel HD Graphics 2500,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-3570,4,3400000000,,77,Intel HD Graphics 2500,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-3570K,4,3400000000,,77,Intel HD Graphics 4000,False,110.0,,wikidata_no_qid
CPU,Intel,Core i5-3570S,4,3100000000,3800000000.0,65,Intel HD Graphics 2500,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4430,4,3000000000,,84,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4440,4,3100000000,3300000000.0,84,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4440S,4,2800000000,3300000000.0,65,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4460,4,3200000000,3400000000.0,84,Intel HD Graphics 4600,False,211.59,,wikidata_no_qid
CPU,Intel,Core i5-4460S,4,2900000000,3400000000.0,65,Intel HD Graphics 4000,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4570,4,3200000000,,84,Intel HD Graphics 4600,False,302.94,,wikidata_no_qid
CPU,Intel,Core i5-4570S,4,2900000000,,65,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4570S,4,2900000000,,65,Intel HD Graphics 4600,False,401.14,,wikidata_no_qid
CPU,Intel,Core i5-4570T,2,2900000000,,35,Intel HD Graphics 4600,True,283.48,,wikidata_no_qid
CPU,Intel,Core i5-4590,4,3300000000,3700000000.0,84,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4590S,4,3000000000,3700000000.0,65,Intel HD Graphics 4000,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4590T,4,2000000000,,35,Intel HD Graphics 4000,True,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4670,4,3400000000,,84,Intel HD Graphics 4600,False,240.39,,wikidata_no_qid
CPU,Intel,Core i5-4670K,4,3400000000,,84,Intel HD Graphics 4600,False,405.31,,wikidata_no_qid
CPU,Intel,Core i5-4670S,4,3100000000,3800000000.0,65,Intel HD Graphics 4600,False,621.0,,wikidata_no_qid
CPU,Intel,Core i5-4690,4,3500000000,3900000000.0,84,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4690,4,3500000000,3900000000.0,84,Intel HD Graphics 4600,False,175.0,,wikidata_no_qid
CPU,Intel,Core i5-4690K,4,3500000000,3900000000.0,88,Intel HD Graphics 4600,False,228.95,,wikidata_no_qid
CPU,Intel,Core i5-4690K,4,3500000000,3900000000.0,88,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-4690S,4,3200000000,3900000000.0,65,Intel HD Graphics 4600,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-5675C,4,3100000000,3600000000.0,65,Iris Pro Graphics 6200,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-6400,4,2700000000,3300000000.0,65,Intel HD Graphics 530,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-6400T,4,2200000000,2800000000.0,35,Intel HD Graphics 530,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-6402P,4,2800000000,3400000000.0,65,Intel HD Graphics 510,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-650,2,3200000000,,73,Intel HD Graphics,True,0.0,,wikidata_no_qid
CPU,Intel,Core i5-6500,4,3200000000,3600000000.0,65,Intel HD Graphics 530,False,210.0,,wikidata_no_qid
CPU,Intel,Core i5-6500,4,3200000000,3600000000.0,65,Intel HD Graphics 530,False,203.99,,wikidata_no_qid
CPU,Intel,Core i5-6500T,4,2500000000,3100000000.0,35,Intel HD Graphics 530,False,304.43,,wikidata_no_qid
CPU,Intel,Core i5-6500T,4,2500000000,3100000000.0,35,Intel HD Graphics 530,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-655K,2,3200000000,,73,Intel HD Graphics,True,0.0,,wikidata_no_qid
CPU,Intel,Core i5-660,2,3330000000,,73,Intel HD Graphics,True,349.95,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-6600,4,3300000000,3900000000.0,65,Intel HD Graphics 530,False,306.63,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-6600,4,3300000000,3900000000.0,65,Intel HD Graphics 530,False,0.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-6600K,4,3500000000,3900000000.0,91,Intel HD Graphics 530,False,199.95,,wikidata_no_qid
CPU,Intel,Core i5-6600T,4,2700000000,3500000000.0,35,Intel HD Graphics 530,False,294.98,,wikidata_no_qid
CPU,Intel,Core i5-6600T,4,2700000000,3500000000.0,35,Intel HD Graphics 530,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-661,2,3330000000,,87,Intel HD Graphics,True,0.0,,wikidata_no_qid
CPU,Intel,Core i5-670,2,3460000000,,73,Intel HD Graphics,True,0.0,,wikidata_no_qid
CPU,Intel,Core i5-680,2,3600000000,,73,Intel HD Graphics,True,0.0,,wikidata_no_qid
CPU,Intel,Core i5-7400,4,3000000000,3500000000.0,65,Intel HD Graphics 630,False,181.48,,wikidata_no_qid
CPU,Intel,Core i5-7400,4,3000000000,3500000000.0,65,Intel HD Graphics 630,False,189.98,,wikidata_no_qid
CPU,Intel,Core i5-7400T,4,2400000000,3000000000.0,35,Intel HD Graphics 630,False,145.99,,wikidata_no_qid
CPU,Intel,Core i5-7400T,4,2400000000,3000000000.0,35,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-750,4,2660000000,,95,,False,405.0,,wikidata_no_qid
CPU,Intel,Core i5-750,4,2660000000,,95,,False,90.0,,wikidata_no_qid
CPU,Intel,Core i5-7500,4,3400000000,3800000000.0,65,Intel HD Graphics 630,False,239.95,,wikidata_no_qid
CPU,Intel,Core i5-7500,4,3400000000,3800000000.0,65,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-7500T,4,2700000000,3300000000.0,35,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-7500T,4,2700000000,3300000000.0,35,Intel HD Graphics 630,False,179.99,,wikidata_no_qid
CPU,Intel,Core i5-750S,4,2400000000,,82,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-760,4,2800000000,,95,,False,144.03,,wikidata_no_socket
CPU,Intel,Core i5-7600,4,3500000000,4099999999.0,65,Intel HD Graphics 630,False,269.98,,wikidata_no_qid
CPU,Intel,Core i5-7600,4,3500000000,4099999999.0,65,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-7600K,4,3800000000,4200000000.0,91,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-7600K,4,3800000000,4200000000.0,91,Intel HD Graphics 630,False,319.75,,wikidata_no_qid
CPU,Intel,Core i5-7600T,4,2800000000,3700000000.0,35,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-7600T,4,2800000000,3700000000.0,35,Intel HD Graphics 630,False,727.0,,wikidata_no_qid
CPU,Intel,Core i5-7640X,4,4000000000,4200000000.0,112,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-7640X,4,4000000000,4200000000.0,112,,False,234.4,,wikidata_no_qid
CPU,Intel,Core i5-7640X,4,4000000000,4200000000.0,112,,False,237.96,,wikidata_no_qid
CPU,Intel,Core i5-8400,6,2800000000,4000000000.0,65,Intel UHD Graphics 630,False,227.92,,wikidata_no_qid
CPU,Intel,Core i5-8400,6,2800000000,4000000000.0,65,Intel UHD Graphics 630,False,188.5,,wikidata_no_qid
CPU,Intel,Core i5-8400T,6,1700000000,3300000000.0,35,Intel UHD Graphics 630,False,199.82,,wikidata_no_qid
CPU,Intel,Core i5-8500,6,3000000000,4099999999.0,65,Intel UHD Graphics 630,False,269.77,,wikidata_no_qid
CPU,Intel,Core i5-8500,6,3000000000,4099999999.0,65,Intel UHD Graphics 630,False,314.98,,wikidata_no_qid
CPU,Intel,Core i5-8500T,6,2100000000,3500000000.0,35,Intel UHD Graphics 630,False,217.38,,wikidata_no_qid
CPU,Intel,Core i5-8600,6,3100000000,4300000000.0,65,Intel UHD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-8600,6,3100000000,4300000000.0,65,Intel UHD Graphics 630,False,242.73,,wikidata_no_qid
CPU,Intel,Core i5-8600K,6,3600000000,4300000000.0,95,Intel UHD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-8600K,6,3600000000,4300000000.0,95,Intel UHD Graphics 630,False,223.0,,wikidata_no_qid
CPU,Intel,Core i5-8600T,6,2300000000,3700000000.0,35,Intel UHD Graphics 630,False,199.99,,wikidata_no_qid
CPU,Intel,Core i5-9400,6,2900000000,4099999999.0,65,Intel UHD Graphics 630,False,159.99,,wikidata_no_qid
CPU,Intel,Core i5-9400,6,2900000000,4099999999.0,65,Intel UHD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-9400F,6,2900000000,4099999999.0,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-9400F,6,2900000000,4099999999.0,65,,False,139.99,,wikidata_no_qid
CPU,Intel,Core i5-9400T,6,1800000000,3400000000.0,35,Intel UHD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-9500,6,3000000000,4400000000.0,65,Intel UHD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-9500,6,3000000000,4400000000.0,65,Intel UHD Graphics 630,False,205.0,,wikidata_no_qid
CPU,Intel,Core i5-9500F,6,3000000000,4400000000.0,65,,False,236.34,,wikidata_no_qid
CPU,Intel,Core i5-9500F,6,3000000000,4400000000.0,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-9500T,6,2200000000,3700000000.0,35,Intel UHD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-9600,6,3100000000,4600000000.0,65,Intel UHD Graphics 630,False,233.42,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-9600,6,3100000000,4600000000.0,65,Intel UHD Graphics 630,False,0.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-9600K,6,3700000000,4600000000.0,95,Intel UHD Graphics 630,False,304.02,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-9600K,6,3700000000,4600000000.0,95,Intel UHD Graphics 630,False,194.59,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-9600K,6,3700000000,4600000000.0,95,Intel UHD Graphics 630,False,0.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i5-9600KF,6,3700000000,4600000000.0,95,,False,199.99,,wikidata_no_qid
CPU,Intel,Core i5-9600KF,6,3700000000,4600000000.0,95,,False,0.0,,wikidata_no_qid
CPU,Intel,Core i5-9600T,6,2300000000,3900000000.0,35,Intel UHD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i7-10700,8,2900000000,4800000000.0,65,Intel UHD Graphics 630,True,324.99,,wikidata_no_qid
CPU,Intel,Core i7-10700F,8,2900000000,4800000000.0,65,,True,310.0,,wikidata_no_qid
CPU,Intel,Core i7-10700K,8,3800000000,5100000000.0,125,Intel UHD Graphics 630,True,329.99,,wikidata_no_qid
CPU,Intel,Core i7-10700KF,8,3800000000,5100000000.0,125,,True,359.99,,wikidata_no_qid
CPU,Intel,Core i7-2600,4,3400000000,,95,Intel HD Graphics 2000,True,200.13,,wikidata_no_qid
CPU,Intel,Core i7-2600K,4,3400000000,,95,Intel HD Graphics 3000,True,304.29,,wikidata_no_qid
CPU,Intel,Core i7-2600S,4,2800000000,,65,Intel HD Graphics 2000,True,291.76,,wikidata_no_qid
CPU,Intel,Core i7-2700K,4,3500000000,,95,Intel HD Graphics 3000,True,223.0,,wikidata_no_qid
CPU,Intel,Core i7-3770,4,3400000000,,77,Intel HD Graphics 4000,True,200.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-3770K,4,3500000000,,77,Intel HD Graphics 4000,True,327.98,,wikidata_no_qid
CPU,Intel,Core i7-3770S,4,3100000000,,65,Intel HD Graphics 4000,True,353.86,,wikidata_no_qid
CPU,Intel,Core i7-3770T,4,2500000000,3700000000.0,45,Intel HD Graphics 4000,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-3820,4,3600000000,,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-3930K,6,3200000000,,130,,True,535.09,,wikidata_no_qid
CPU,Intel,Core i7-3960X Extreme Edition,6,3300000000,,130,,True,629.99,,wikidata_no_qid
CPU,Intel,Core i7-3970X Extreme Edition,6,3500000000,,150,,True,599.99,,wikidata_no_qid
CPU,Intel,Core i7-4770,4,3400000000,3900000000.0,84,Intel HD Graphics 4600,True,354.98,FCBGA,wikidata_P1041
CPU,Intel,Core i7-4770K,4,3500000000,3900000000.0,84,Intel HD Graphics 4600,True,250.0,,wikidata_no_qid
CPU,Intel,Core i7-4770K,4,3500000000,3900000000.0,84,Intel HD Graphics 4600,True,326.01,,wikidata_no_qid
CPU,Intel,Core i7-4770K,4,3500000000,3900000000.0,84,Intel HD Graphics 4600,True,259.35,,wikidata_no_qid
CPU,Intel,Core i7-4770S,4,3100000000,,65,Intel HD Graphics 4600,True,900.0,,wikidata_no_qid
CPU,Intel,Core i7-4770T,4,2500000000,,45,Intel HD Graphics 4600,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-4771,4,3500000000,3900000000.0,84,Intel HD Graphics 4600,True,0.0,,wikidata_no_socket
CPU,Intel,Core i7-4790,4,3600000000,4000000000.0,84,Intel HD Graphics 4600,True,232.03,,wikidata_no_qid
CPU,Intel,Core i7-4790,4,3600000000,4000000000.0,84,Intel HD Graphics 4600,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-4790K,4,4000000000,4400000000.0,88,Intel HD Graphics 4600,True,278.83,,wikidata_no_qid
CPU,Intel,Core i7-4790K,4,4000000000,4400000000.0,88,Intel HD Graphics 4600,True,299.99,,wikidata_no_qid
CPU,Intel,Core i7-4790K,4,4000000000,4400000000.0,88,Intel HD Graphics 4600,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-4790S,4,3200000000,4000000000.0,65,Intel HD Graphics 4000,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-4790T,4,2700000000,3900000000.0,45,,True,203.86,,wikidata_no_qid
CPU,Intel,Core i7-4820K,4,3700000000,3900000000.0,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-4930K,6,3400000000,3900000000.0,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-4960X Extreme Edition,6,3600000000,4000000000.0,130,,True,1805.04,,wikidata_no_qid
CPU,Intel,Core i7-5775C,4,3300000000,3700000000.0,65,Iris Pro Graphics 6200,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-5820K,6,3300000000,3600000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-5930K,6,3500000000,3700000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-5960X,8,3000000000,3500000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-6700,4,3400000000,4000000000.0,65,Intel HD Graphics 530,True,419.99,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-6700,4,3400000000,4000000000.0,65,Intel HD Graphics 530,True,319.98,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-6700K,4,4000000000,4200000000.0,91,Intel HD Graphics 530,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-6700K,4,4000000000,4200000000.0,91,Intel HD Graphics 530,True,276.0,,wikidata_no_qid
CPU,Intel,Core i7-6700T,4,2800000000,3600000000.0,35,Intel HD Graphics 530,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-6800K,6,3400000000,3600000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-6800K,6,3400000000,3600000000.0,140,,True,359.98,,wikidata_no_qid
CPU,Intel,Core i7-6800K,6,3400000000,3600000000.0,140,,True,448.64,,wikidata_no_qid
CPU,Intel,Core i7-6850K,6,3600000000,3800000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-6850K,6,3600000000,3800000000.0,140,,True,450.0,,wikidata_no_qid
CPU,Intel,Core i7-6900K,8,3200000000,3700000000.0,140,,True,1065.05,,wikidata_no_qid
CPU,Intel,Core i7-6900K,8,3200000000,3700000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-6900K,8,3200000000,3700000000.0,140,,True,568.0,,wikidata_no_qid
CPU,Intel,Core i7-6950X,10,3000000000,3500000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-6950X,10,3000000000,3500000000.0,140,,True,939.99,,wikidata_no_qid
CPU,Intel,Core i7-6950X,10,3000000000,3500000000.0,140,,True,1147.98,,wikidata_no_qid
CPU,Intel,Core i7-7700,4,3600000000,4200000000.0,65,Intel HD Graphics 630,True,349.8,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-7700,4,3600000000,4200000000.0,65,Intel HD Graphics 630,True,419.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-7700K,4,4200000000,4500000000.0,91,Intel HD Graphics 630,True,0.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-7700T,4,2900000000,3800000000.0,35,Intel HD Graphics 630,True,387.99,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-7700T,4,2900000000,3800000000.0,35,Intel HD Graphics 630,True,0.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-7740X,4,4300000000,4500000000.0,112,,True,219.95,,wikidata_no_qid
CPU,Intel,Core i7-7740X,4,4300000000,4500000000.0,112,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-7740X,4,4300000000,4500000000.0,112,,True,280.49,,wikidata_no_qid
CPU,Intel,Core i7-7800X,6,3500000000,4000000000.0,140,,True,699.99,,wikidata_no_socket
CPU,Intel,Core i7-7800X,6,3500000000,4000000000.0,140,,True,453.95,,wikidata_no_socket
CPU,Intel,Core i7-7800X,6,3500000000,4000000000.0,140,,True,0.0,,wikidata_no_socket
CPU,Intel,Core i7-7820X,8,3600000000,4500000000.0,140,,True,799.75,,wikidata_no_socket
CPU,Intel,Core i7-7820X,8,3600000000,4500000000.0,140,,True,0.0,,wikidata_no_socket
CPU,Intel,Core i7-7820X,8,3600000000,4500000000.0,140,,True,944.42,,wikidata_no_socket
CPU,Intel,Core i7-8086K,6,4000000000,5000000000.0,95,Intel UHD Graphics 630,True,699.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-860,4,2800000000,,95,,True,0.0,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-860S,4,2530000000,,82,,True,0.0,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-860S,4,2530000000,,82,,True,120.0,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-870,4,2930000000,,95,,True,195.1,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-870,4,2930000000,,95,,True,203.97,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-8700,6,3200000000,4600000000.0,65,Intel UHD Graphics 630,True,319.99,,wikidata_no_socket
CPU,Intel,Core i7-8700,6,3200000000,4600000000.0,65,Intel UHD Graphics 630,True,355.93,,wikidata_no_socket
CPU,Intel,Core i7-8700K,6,3700000000,4700000000.0,95,Intel UHD Graphics 630,True,372.47,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-8700K,6,3700000000,4700000000.0,95,Intel UHD Graphics 630,True,299.99,LGA 1151,wikidata_P1041
CPU,Intel,Core i7-8700T,6,2400000000,4000000000.0,35,Intel UHD Graphics 630,True,298.99,,wikidata_no_qid
CPU,Intel,Core i7-870S,4,2667000000,,82,,True,0.0,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-875K,4,2930000000,,95,,True,353.97,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-880,4,3060000000,,95,,True,0.0,LGA 1156,wikidata_P1041
CPU,Intel,Core i7-920,4,2660000000,,130,,True,354.71,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-920,4,2660000000,,130,,True,235.6,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-930,4,2800000000,,130,,True,0.0,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-930,4,2800000000,,130,,True,76.7,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-940,4,2930000000,,130,,True,0.0,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-940,4,2930000000,,130,,True,349.99,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-950,4,3060000000,,130,,True,353.97,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-960,4,3200000000,,130,,True,270.0,,wikidata_no_socket
CPU,Intel,Core i7-965 Extreme Edition,4,3200000000,,130,,True,998.95,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-965 Extreme Edition,4,3200000000,,130,,True,0.0,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-970,6,3200000000,,130,,True,494.06,,wikidata_no_qid
CPU,Intel,Core i7-9700,8,3000000000,4700000000.0,65,Intel HD Graphics 630,False,254.99,,wikidata_no_qid
CPU,Intel,Core i7-9700,8,3000000000,4700000000.0,65,Intel HD Graphics 630,False,321.47,,wikidata_no_qid
CPU,Intel,Core i7-9700F,8,3000000000,4700000000.0,65,,False,314.19,,wikidata_no_qid
CPU,Intel,Core i7-9700F,8,3000000000,4700000000.0,65,,False,259.39,,wikidata_no_qid
CPU,Intel,Core i7-9700K,8,3600000000,4900000000.0,95,Intel UHD Graphics 630,False,399.0,,wikidata_no_qid
CPU,Intel,Core i7-9700K,8,3600000000,4900000000.0,95,Intel UHD Graphics 630,False,269.0,,wikidata_no_qid
CPU,Intel,Core i7-9700KF,8,3600000000,4900000000.0,95,,False,299.0,,wikidata_no_qid
CPU,Intel,Core i7-9700T,8,2000000000,4300000000.0,35,Intel HD Graphics 630,False,0.0,,wikidata_no_qid
CPU,Intel,Core i7-975 Extreme Edition,4,3330000000,,130,,True,549.99,LGA 1366,wikidata_P1041
CPU,Intel,Core i7-980,6,3333000000,,130,,True,1105.02,,wikidata_no_socket
CPU,Intel,Core i7-9800X,8,3800000000,4500000000.0,165,,True,399.99,,wikidata_no_qid
CPU,Intel,Core i7-9800X,8,3800000000,4500000000.0,165,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i7-980X Extreme Edition,6,3330000000,,130,,True,1106.07,,wikidata_no_qid
CPU,Intel,Core i7-990X Extreme Edition,6,3467000000,,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i9-10850K,10,3600000000,5200000000.0,125,Intel UHD Graphics 630,True,389.99,,wikidata_no_qid
CPU,Intel,Core i9-10850K,10,3600000000,5200000000.0,125,Intel UHD Graphics 630,True,486.63,,wikidata_no_qid
CPU,Intel,Core i9-10850KA Avengers Limited Edition,10,3600000000,5200000000.0,125,Intel UHD Graphics 630,True,484.99,,wikidata_no_qid
CPU,Intel,Core i9-10900,10,2800000000,5200000000.0,65,Intel UHD Graphics 630,True,469.79,,wikidata_no_socket
CPU,Intel,Core i9-10900F,10,2800000000,5200000000.0,65,,True,419.99,,wikidata_no_qid
CPU,Intel,Core i9-10900K,10,3700000000,5300000000.0,125,Intel UHD Graphics 630,True,539.99,,wikidata_no_socket
CPU,Intel,Core i9-10900KF,10,3700000000,5300000000.0,125,,True,529.95,,wikidata_no_qid
CPU,Intel,Core i9-10900X,10,3700000000,4700000000.0,165,,True,562.0,,wikidata_no_qid
CPU,Intel,Core i9-10920X,12,3500000000,4800000000.0,165,,True,642.0,,wikidata_no_qid
CPU,Intel,Core i9-10940X,14,3300000000,4800000000.0,165,,True,799.0,,wikidata_no_qid
CPU,Intel,Core i9-10980XE,18,3000000000,4800000000.0,165,,True,969.99,,wikidata_no_qid
