type,brand,model,cores,base_clock,boost_clock,tdp,integrated_graphics,multithreading,price,cpu_socket,cpu_socket_source
CPU,Intel,Core i9-7900X,10,3300000000,4500000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i9-7900X,10,3300000000,4500000000.0,140,,True,698.99,,wikidata_no_qid
CPU,Intel,Core i9-7900X,10,3300000000,4500000000.0,140,,True,1804.05,,wikidata_no_qid
CPU,Intel,Core i9-7920X,12,2900000000,4400000000.0,140,,True,675.46,,wikidata_no_qid
CPU,Intel,Core i9-7920X,12,2900000000,4400000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i9-7940X,14,3100000000,4400000000.0,165,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i9-7960X,16,2800000000,4400000000.0,165,,True,1170.0,,wikidata_no_qid
CPU,Intel,Core i9-7960X,16,2800000000,4400000000.0,165,,True,2705.09,,wikidata_no_qid
CPU,Intel,Core i9-7980XE,18,2600000000,4400000000.0,165,,True,2779.0,,wikidata_no_qid
CPU,Intel,Core i9-7980XE,18,2600000000,4400000000.0,165,,True,1600.0,,wikidata_no_qid
CPU,Intel,Core i9-9820X,10,3300000000,4099999999.0,165,,True,0.0,,wikidata_no_qid
CPU,Intel,Core i9-9820X,10,3300000000,4099999999.0,165,,True,536.0,,wikidata_no_qid
CPU,Intel,Core i9-9900,8,3100000000,5000000000.0,65,Intel UHD Graphics 630,True,399.99,LGA 1151,wikidata_P1041
CPU,Intel,Core i9-9900,8,3100000000,5000000000.0,65,Intel UHD Graphics 630,True,0.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i9-9900K,8,3600000000,5000000000.0,95,Intel UHD Graphics 630,True,339.99,LGA 1151,wikidata_P1041
CPU,Intel,Core i9-9900K,8,3600000000,5000000000.0,95,Intel UHD Graphics 630,True,586.0,LGA 1151,wikidata_P1041
CPU,Intel,Core i9-9900K (Standard Folding Box),8,3600000000,5000000000.0,95,Intel UHD Graphics 630,True,334.99,LGA 1151,cache
CPU,Intel,Core i9-9900KF,8,3600000000,5000000000.0,95,,True,329.99,,wikidata_no_qid
CPU,Intel,Core i9-9900KS,8,4000000000,5000000000.0,127,Intel UHD Graphics 630,True,1965.0,,wikidata_no_qid
CPU,Intel,Core i9-9900T,8,2100000000,4400000000.0,35,Intel UHD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Core i9-9900X,10,3500000000,4400000000.0,165,,True,587.49,,wikidata_no_qid
CPU,Intel,Core i9-9900X,10,3500000000,4400000000.0,165,,True,602.0,,wikidata_no_qid
CPU,Intel,Core i9-9920X,12,3500000000,4400000000.0,165,,True,478.5,,wikidata_no_qid
CPU,Intel,Core i9-9920X,12,3500000000,4400000000.0,165,,True,669.6,,wikidata_no_qid
CPU,Intel,Core i9-9940X,14,3300000000,4400000000.0,165,,True,799.99,,wikidata_no_qid
CPU,Intel,Core i9-9940X,14,3300000000,4400000000.0,165,,True,745.98,,wikidata_no_qid
CPU,Intel,Core i9-9960X,16,3100000000,4400000000.0,165,,True,885.99,,wikidata_no_qid
CPU,Intel,Core i9-9960X,16,3100000000,4400000000.0,165,,True,759.99,,wikidata_no_qid
CPU,Intel,Core i9-9980XE,18,3000000000,4400000000.0,165,,True,1054.0,,wikidata_no_qid
CPU,Intel,Core i9-9980XE,18,3000000000,4400000000.0,165,,True,1136.04,,wikidata_no_qid
CPU,Intel,Pentium E2140,2,1600000000,,65,,False,102.59,,wikidata_no_qid
CPU,Intel,Pentium E2140,2,1600000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E2160,2,1800000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E2180,2,2000000000,,65,,False,134.97,,wikidata_no_qid
CPU,Intel,Pentium E2180,2,2000000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E2200,2,2200000000,,65,,False,54.0,,wikidata_no_qid
CPU,Intel,Pentium E2200,2,2200000000,,65,,False,168.59,,wikidata_no_qid
CPU,Intel,Pentium E2220,2,2400000000,,65,,False,37.64,,wikidata_no_qid
CPU,Intel,Pentium E2220,2,2400000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E5200,2,2500000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E5300,2,2600000000,,65,,False,59.49,,wikidata_no_qid
CPU,Intel,Pentium E5300,2,2600000000,,65,,False,79.4,,wikidata_no_qid
CPU,Intel,Pentium E5400,2,2700000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E5400,2,2700000000,,65,,False,75.0,,wikidata_no_qid
CPU,Intel,Pentium E5500,2,2800000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E5700,2,3000000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E5800,2,3200000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E6300,2,2800000000,,65,,False,119.95,,wikidata_no_qid
CPU,Intel,Pentium E6300,2,2800000000,,65,,False,99.7,,wikidata_no_qid
CPU,Intel,Pentium E6500,2,2930000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E6500,2,2930000000,,65,,False,95.71,,wikidata_no_qid
CPU,Intel,Pentium E6600,2,3060000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E6600,2,3060000000,,65,,False,99.99,,wikidata_no_qid
CPU,Intel,Pentium E6700,2,3200000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium E6800,2,3333000000,,65,,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G2010,2,2800000000,,55,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G2020,2,2900000000,,55,Intel HD Graphics,False,50.0,,wikidata_no_qid
CPU,Intel,Pentium G2030,2,3000000000,,55,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G2120,2,3100000000,,55,Intel HD Graphics,False,74.98,,wikidata_no_qid
CPU,Intel,Pentium G2130,2,3200000000,,55,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G2140,2,3300000000,,55,Intel HD Graphics,False,45.0,,wikidata_no_qid
CPU,Intel,Pentium G3220,2,3000000000,,54,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3240,2,3100000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3250,2,3200000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3250T,2,2800000000,,35,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3258,2,3200000000,,53,Intel HD Graphics,False,106.59,,wikidata_no_qid
CPU,Intel,Pentium G3258,2,3200000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3260,2,3300000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3420,2,3200000000,,54,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3420,2,3200000000,,54,Intel HD Graphics,False,111.5,,wikidata_no_qid
CPU,Intel,Pentium G3430,2,3300000000,,54,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3440,2,3300000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3450,2,3400000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3460,2,3500000000,,53,Intel HD Graphics,False,106.37,,wikidata_no_qid
CPU,Intel,Pentium G3460,2,3500000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3470,2,3600000000,,53,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G3470,2,3600000000,,53,Intel HD Graphics,False,153.1,,wikidata_no_qid
CPU,Intel,Pentium G4400,2,3300000000,,54,Intel HD Graphics 510,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G4400,2,3300000000,,54,Intel HD Graphics 510,False,119.99,,wikidata_no_qid
CPU,Intel,Pentium G4400T,2,2900000000,,35,Intel HD Graphics 510,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G4500,2,3500000000,,51,Intel HD Graphics 530,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G4500T,2,3000000000,,35,Intel HD Graphics 530,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G4520,2,3600000000,,51,Intel HD Graphics 530,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G4520,2,3600000000,,51,Intel HD Graphics 530,False,249.0,,wikidata_no_qid
CPU,Intel,Pentium G4560,2,3500000000,,54,Intel HD Graphics 610,True,69.23,,wikidata_no_qid
CPU,Intel,Pentium G4560,2,3500000000,,54,Intel HD Graphics 610,True,79.74,,wikidata_no_qid
CPU,Intel,Pentium G4560T,2,2900000000,,35,Intel HD Graphics 610,True,223.0,,wikidata_no_qid
CPU,Intel,Pentium G4600,2,3600000000,,51,Intel HD Graphics 630,True,92.64,,wikidata_no_qid
CPU,Intel,Pentium G4600,2,3600000000,,51,Intel HD Graphics 630,True,229.95,,wikidata_no_qid
CPU,Intel,Pentium G4600T,2,3000000000,,35,Intel HD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium G4620,2,3700000000,,51,Intel HD Graphics 630,True,197.99,,wikidata_no_qid
CPU,Intel,Pentium G4620,2,3700000000,,51,Intel HD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium G550,2,2600000000,,65,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G620,2,2600000000,,65,Intel HD Graphics,False,0.0,LGA 1155,wikidata_P1041
CPU,Intel,Pentium G620T,2,2200000000,,35,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G630,2,2700000000,,65,Intel HD Graphics,False,60.0,,wikidata_no_qid
CPU,Intel,Pentium G630T,2,2300000000,,35,Intel HD Graphics,False,75.0,,wikidata_no_qid
CPU,Intel,Pentium G640,2,2800000000,,65,Intel HD Graphics,False,30.0,,wikidata_no_qid
CPU,Intel,Pentium G640T,2,2400000000,,35,Intel HD Graphics,False,83.99,,wikidata_no_qid
CPU,Intel,Pentium G645,2,2900000000,,65,Intel HD Graphics 2500,False,93.35,,wikidata_no_qid
CPU,Intel,Pentium G6950,2,2800000000,,73,Intel HD Graphics,False,78.98,,wikidata_no_qid
CPU,Intel,Pentium G840,2,2800000000,,65,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Pentium G850,2,2900000000,,65,Intel HD Graphics,False,191.97,,wikidata_no_qid
CPU,Intel,Pentium G860,2,3000000000,,65,Intel HD Graphics,False,72.98,,wikidata_no_qid
CPU,Intel,Pentium G870,2,3100000000,,65,Intel HD Graphics,False,77.0,,wikidata_no_qid
CPU,Intel,Pentium Gold G5400,2,3700000000,,58,Intel UHD Graphics 610,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium Gold G5400,2,3700000000,,58,Intel UHD Graphics 610,True,73.59,,wikidata_no_qid
CPU,Intel,Pentium Gold G5400T,2,3100000000,,35,Intel UHD Graphics 610,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium Gold G5420,2,3800000000,,54,Intel UHD Graphics 610,True,69.88,,wikidata_no_qid
CPU,Intel,Pentium Gold G5500,2,3800000000,,54,Intel UHD Graphics 630,True,93.11,,wikidata_no_qid
CPU,Intel,Pentium Gold G5500,2,3800000000,,54,Intel UHD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium Gold G5500T,2,3200000000,,35,Intel UHD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium Gold G5600,2,3900000000,,54,Intel UHD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium Gold G6400,2,4000000000,,58,Intel UHD Graphics 610,True,84.77,,wikidata_no_qid
CPU,Intel,Pentium Gold G6500,2,4099999999,,58,Intel UHD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Pentium Gold G6600,2,4200000000,,58,Intel UHD Graphics 630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2104G,4,3200000000,,65,Intel HD Graphics P630,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2124,4,3300000000,4300000000.0,71,,False,211.45,,wikidata_no_qid
CPU,Intel,Xeon E-2124,4,3300000000,4300000000.0,71,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2124G,4,3400000000,4500000000.0,71,Intel HD Graphics P630,False,242.97,,wikidata_no_qid
CPU,Intel,Xeon E-2124G,4,3400000000,4500000000.0,71,Intel HD Graphics P630,False,237.49,,wikidata_no_qid
CPU,Intel,Xeon E-2126G,6,3300000000,4500000000.0,80,Intel HD Graphics P630,False,287.93,,wikidata_no_qid
CPU,Intel,Xeon E-2134,4,3500000000,4500000000.0,71,,True,266.55,,wikidata_no_qid
CPU,Intel,Xeon E-2134,4,3500000000,4500000000.0,71,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2136,6,3300000000,4500000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2136,6,3300000000,4500000000.0,80,,True,301.33,,wikidata_no_qid
CPU,Intel,Xeon E-2144G,4,3600000000,4500000000.0,71,Intel HD Graphics P630,True,330.65,,wikidata_no_qid
CPU,Intel,Xeon E-2146G,6,3500000000,4500000000.0,80,Intel HD Graphics P630,True,330.09,,wikidata_no_qid
CPU,Intel,Xeon E-2146G,6,3500000000,4500000000.0,80,Intel HD Graphics P630,True,347.32,,wikidata_no_qid
CPU,Intel,Xeon E-2174G,4,3800000000,4700000000.0,71,Intel HD Graphics P630,True,403.37,,wikidata_no_qid
CPU,Intel,Xeon E-2174G,4,3800000000,4700000000.0,71,Intel HD Graphics P630,True,363.8,,wikidata_no_qid
CPU,Intel,Xeon E-2176G,6,3700000000,4700000000.0,80,Intel HD Graphics P630,True,412.08,,wikidata_no_qid
CPU,Intel,Xeon E-2176G,6,3700000000,4700000000.0,80,Intel HD Graphics P630,True,394.7,,wikidata_no_qid
CPU,Intel,Xeon E-2236,6,3400000000,4800000000.0,80,,True,329.63,,wikidata_no_qid
CPU,Intel,Xeon E-2236,6,3400000000,4800000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2244G,4,3800000000,4800000000.0,71,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2246G,6,3600000000,4800000000.0,80,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2274G,4,4000000000,4900000000.0,83,Intel HD Graphics P630,True,364.05,,wikidata_no_qid
CPU,Intel,Xeon E-2274G,4,4000000000,4900000000.0,83,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2276G,6,3800000000,4900000000.0,80,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2278G,8,3400000000,5000000000.0,80,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2286G,6,4000000000,4900000000.0,95,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E-2288G,8,3700000000,5000000000.0,95,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1220,4,3100000000,,80,,False,179.97,,wikidata_no_qid
CPU,Intel,Xeon E3-1220 V2,4,3100000000,,69,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1220 V3,4,3100000000,3500000000.0,80,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1220 V5,4,3000000000,3500000000.0,80,,False,239.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1220 V5,4,3000000000,3500000000.0,80,,False,592.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1220 V6,4,3000000000,3500000000.0,72,,False,227.5,,wikidata_no_qid
CPU,Intel,Xeon E3-1220 V6,4,3000000000,3500000000.0,72,,False,214.95,,wikidata_no_qid
CPU,Intel,Xeon E3-1225,4,3100000000,,95,Intel HD Graphics,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1225 V2,4,3200000000,,77,Intel HD Graphics P4000,False,247.5,,wikidata_no_qid
CPU,Intel,Xeon E3-1225 V3,4,3200000000,3600000000.0,84,Intel HD Graphics P4600,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1225 V5,4,3300000000,3700000000.0,80,Intel HD Graphics P530,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1225 V5,4,3300000000,3700000000.0,80,Intel HD Graphics P530,False,249.99,,wikidata_no_qid
CPU,Intel,Xeon E3-1225 V6,4,3300000000,3700000000.0,73,Intel HD Graphics P630,False,232.45,,wikidata_no_qid
CPU,Intel,Xeon E3-1225 V6,4,3300000000,3700000000.0,73,Intel HD Graphics P630,False,489.95,,wikidata_no_qid
CPU,Intel,Xeon E3-1226 V3,4,3300000000,3700000000.0,84,Intel HD Graphics P4600,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1230,4,3200000000,,80,,True,417.95,,wikidata_no_qid
CPU,Intel,Xeon E3-1230 V2,4,3300000000,,69,,True,349.95,,wikidata_no_qid
CPU,Intel,Xeon E3-1230 V2,4,3300000000,,69,,True,404.35,,wikidata_no_qid
CPU,Intel,Xeon E3-1230 V3,4,3300000000,3700000000.0,80,,True,517.5,,wikidata_no_qid
CPU,Intel,Xeon E3-1230 V3,4,3300000000,3700000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1230 V5,4,3400000000,3800000000.0,80,,True,499.95,,wikidata_no_qid
CPU,Intel,Xeon E3-1230 V6,4,3500000000,3900000000.0,72,,True,284.55,,wikidata_no_qid
CPU,Intel,Xeon E3-1230 V6,4,3500000000,3900000000.0,72,,True,269.99,,wikidata_no_qid
CPU,Intel,Xeon E3-1231 V3,4,3400000000,3800000000.0,80,,True,505.29,,wikidata_no_qid
CPU,Intel,Xeon E3-1235,4,3200000000,,95,Intel HD Graphics,True,234.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1235L V5,4,2000000000,3000000000.0,25,Intel HD Graphics P530,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1240,4,3300000000,,80,,True,572.59,,wikidata_no_qid
CPU,Intel,Xeon E3-1240 V2,4,3400000000,,69,,True,345.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1240 V3,4,3400000000,3800000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1240 V5,4,3500000000,3900000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1240 V5,4,3500000000,3900000000.0,80,,True,335.48,,wikidata_no_qid
CPU,Intel,Xeon E3-1240 V6,4,3700000000,4099999999.0,72,,True,498.95,,wikidata_no_qid
CPU,Intel,Xeon E3-1240 V6,4,3700000000,4099999999.0,72,,True,296.51,,wikidata_no_qid
CPU,Intel,Xeon E3-1240L V5,4,2100000000,3200000000.0,25,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1241 V3,4,3500000000,3900000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1245,4,3300000000,,95,Intel HD Graphics,True,245.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1245 V2,4,3400000000,,77,Intel HD Graphics P4000,True,367.5,,wikidata_no_qid
CPU,Intel,Xeon E3-1245 V3,4,3400000000,3800000000.0,84,Intel HD Graphics P4600,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1245 V5,4,3500000000,3900000000.0,80,Intel HD Graphics P530,True,897.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1245 V5,4,3500000000,3900000000.0,80,Intel HD Graphics P530,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1245 V6,4,3700000000,4099999999.0,73,Intel HD Graphics P630,True,309.99,,wikidata_no_qid
CPU,Intel,Xeon E3-1245 V6,4,3700000000,4099999999.0,73,Intel HD Graphics P630,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1246 V3,4,3500000000,3900000000.0,84,Intel HD Graphics P4600,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1260L V5,4,2900000000,3900000000.0,45,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1265L V2,4,2500000000,,45,Intel HD Graphics 2500,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1265L V3,4,2500000000,3700000000.0,45,Intel HD Graphics,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1270,4,3400000000,,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1270 V2,4,3500000000,,69,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1270 V3,4,3500000000,3900000000.0,80,,True,585.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1270 V3,4,3500000000,3900000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1270 V5,4,3600000000,4000000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1270 V6,4,3800000000,4200000000.0,72,,True,339.99,,wikidata_no_qid
CPU,Intel,Xeon E3-1270 V6,4,3800000000,4200000000.0,72,,True,453.01,,wikidata_no_qid
CPU,Intel,Xeon E3-1271 V3,4,3600000000,4000000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1275,4,3400000000,,95,Intel HD Graphics,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1275 V2,4,3500000000,,77,Intel HD Graphics P4000,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1275 V3,4,3500000000,3900000000.0,84,Intel HD Graphics P4600,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1275 V5,4,3600000000,4000000000.0,80,Intel HD Graphics P530,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1275 V6,4,3800000000,4200000000.0,73,Intel HD Graphics P630,True,362.59,,wikidata_no_qid
CPU,Intel,Xeon E3-1275 V6,4,3800000000,4200000000.0,73,Intel HD Graphics P630,True,359.36,,wikidata_no_qid
CPU,Intel,Xeon E3-1276 V3,4,3600000000,4000000000.0,84,Intel HD Graphics P4600,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1280,4,3500000000,,95,,True,616.26,,wikidata_no_qid
CPU,Intel,Xeon E3-1280,4,3500000000,,95,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1280 V5,4,3700000000,4000000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E3-1280 V6,4,3900000000,4200000000.0,72,,True,444.81,,wikidata_no_qid
CPU,Intel,Xeon E3-1285 V6,4,4099999999,4500000000.0,79,Intel HD Graphics 630,True,516.26,,wikidata_no_qid
CPU,Intel,Xeon E5-1620,4,3600000000,3800000000.0,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1620 V2,4,3700000000,3900000000.0,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1620 V3,4,3500000000,3600000000.0,140,,True,499.95,,wikidata_no_qid
CPU,Intel,Xeon E5-1620 V3,4,3500000000,3600000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1620 V4,4,3500000000,3800000000.0,140,,True,775.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1620 V4,4,3500000000,3800000000.0,140,,True,469.95,,wikidata_no_qid
CPU,Intel,Xeon E5-1630 V3,4,3700000000,3800000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1630 V4,4,3700000000,4000000000.0,140,,True,505.44,,wikidata_no_qid
CPU,Intel,Xeon E5-1650,6,3200000000,3800000000.0,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1650 V2,6,3500000000,3900000000.0,130,,True,634.95,,wikidata_no_qid
CPU,Intel,Xeon E5-1650 V3,6,3500000000,3800000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1650 V4,6,3600000000,4000000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1660,6,3300000000,3900000000.0,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1660 V2,6,3700000000,4000000000.0,130,,True,1798.95,,wikidata_no_qid
CPU,Intel,Xeon E5-1660 V2,6,3700000000,4000000000.0,130,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-1660 V3,8,3000000000,3500000000.0,140,,True,404.44,,wikidata_no_qid
CPU,Intel,Xeon E5-1680 V3,8,3200000000,3800000000.0,140,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2420V2,6,2200000000,2700000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2430V2,6,2500000000,3000000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2440V2,8,1900000000,2400000000.0,95,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2450V2,8,2500000000,3300000000.0,95,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2470V2,10,2400000000,3200000000.0,95,,True,1553.5,,wikidata_no_qid
CPU,Intel,Xeon E5-2603,4,1800000000,,80,,False,79.98,,wikidata_no_qid
CPU,Intel,Xeon E5-2603 V2,4,1800000000,,80,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2603 V2,4,1800000000,,80,,False,253.02,,wikidata_no_qid
CPU,Intel,Xeon E5-2603 V3,6,1600000000,,85,,False,239.98,,wikidata_no_qid
CPU,Intel,Xeon E5-2603 V3,6,1600000000,,85,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2603 V4,6,1700000000,,85,,False,254.95,,wikidata_no_qid
CPU,Intel,Xeon E5-2609,4,2400000000,,80,,False,94.07,,wikidata_no_qid
CPU,Intel,Xeon E5-2609,4,2400000000,,80,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2609 V2,4,2500000000,,80,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2609 V3,6,1900000000,,85,,False,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2609 V3,6,1900000000,,85,,False,879.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2609 V4,8,1700000000,,85,,False,892.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2620,6,2000000000,,95,,True,139.94,,wikidata_no_qid
CPU,Intel,Xeon E5-2620,6,2000000000,,95,,True,391.59,,wikidata_no_qid
CPU,Intel,Xeon E5-2620,6,2000000000,,95,,True,283.73,,wikidata_no_qid
CPU,Intel,Xeon E5-2620 V2,6,2100000000,2600000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2620 V3,6,2400000000,3200000000.0,85,,True,487.95,,wikidata_no_qid
CPU,Intel,Xeon E5-2620 V3,6,2400000000,3200000000.0,85,,True,68.94,,wikidata_no_qid
CPU,Intel,Xeon E5-2620 V4,8,2100000000,3000000000.0,85,,True,409.99,,wikidata_no_qid
CPU,Intel,Xeon E5-2622 V3,8,2400000000,,85,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2623 V3,4,3000000000,3500000000.0,105,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2630,6,2300000000,,95,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2630,6,2300000000,,95,,True,202.12,,wikidata_no_qid
CPU,Intel,Xeon E5-2630 V2,6,2600000000,3100000000.0,80,,True,0.0,,wikidata_no_qid
CPU,Intel,Xeon E5-2630 V3,8,2400000000,3200000000.0,85,,True,675.0,,wikidata_no_qid
