type,brand,model,module_type,speed,number_of_modules,module_size,price_per_gb,color,first_word_latency,cas_timing,error_correction,price
Memory,ADATA,AD2S800B2G5-R 2 GB,DDR2,800000000,1,2000000000,10.72,Green,12.5,5,Non-ECC / Unbuffered,21.44
Memory,ADATA,AD2U800B1G5-RHS 1 GB,DDR2,800000000,1,1000000000,0.0,Blue / Silver,12.5,5,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD3S1066B2G7-R 2 GB,DDR3,1066000000,1,2000000000,0.0,Green,13.133,7,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD3S1333B2G9-R 2 GB,DDR3,1333000000,1,2000000000,0.0,Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD3U1333B2G9-DRH 4 GB,DDR3,1333000000,2,2000000000,0.0,Blue / Silver,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD3U1333C4G9-2 8 GB,DDR3,1333000000,2,4000000000,0.0,Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD3U1600W8G11-R 8 GB,DDR3,1600000000,1,8000000000,0.0,Black / Green,13.75,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4S213338G15-2 16 GB,DDR4,2133000000,2,8000000000,0.0,Green / Black,14.065,15,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4S2400316G17-2 32 GB,DDR4,2400000000,2,16000000000,0.0,Green / Black,14.167,17,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4S2400316G17-R 16 GB,DDR4,2400000000,1,16000000000,0.0,Green,14.167,17,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4S240038G17-2 16 GB,DDR4,2400000000,2,8000000000,0.0,Green,14.167,17,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4S240038G17-R 8 GB,DDR4,2400000000,1,8000000000,0.0,Green,14.167,17,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4S2666316G19-D 32 GB,DDR4,2666000000,2,16000000000,0.0,Green / Black,14.254,19,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4S266638G19-R 8 GB,DDR4,2666000000,1,8000000000,5.999,Green,14.254,19,Non-ECC / Unbuffered,47.99
Memory,ADATA,AD4U2400W4G17-S 4 GB,DDR4,2400000000,1,4000000000,0.0,Green / Black,14.167,17,Non-ECC / Unbuffered,0.0
Memory,ADATA,AD4U266638G19-S 8 GB,DDR4,2666000000,1,8000000000,5.511,Green / Black,14.254,19,Non-ECC / Unbuffered,44.09
Memory,ADATA,ADDS1600W4G11-S 4 GB,DDR3,1600000000,1,4000000000,17.89,Black / Green,13.75,11,Non-ECC / Unbuffered,71.56
Memory,ADATA,AX4U2400316G16-DRG 32 GB,DDR4,2400000000,2,16000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U2400W4G16-DRG 8 GB,DDR4,2400000000,2,4000000000,17.672,Red / White,13.333,16,Non-ECC / Unbuffered,141.38
Memory,ADATA,AX4U2666W4G16-DRG 8 GB,DDR4,2666000000,2,4000000000,0.0,Red / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3000316G16-DRG 32 GB,DDR4,3000000000,2,16000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3000W4G16-DGZ 8 GB,DDR4,3000000000,2,4000000000,0.0,Gold,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3000W4G16-QGZ 16 GB,DDR4,3000000000,4,4000000000,0.0,Black / Gold,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3000W8G16-DGZ 16 GB,DDR4,3000000000,2,8000000000,0.0,Gold,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3000W8G16-QGZ 32 GB,DDR4,3000000000,4,8000000000,0.0,Gold,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3200W4G16-DGZ 8 GB,DDR4,3200000000,2,4000000000,0.0,Gold,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3200W4G16-QGZ 16 GB,DDR4,3200000000,4,4000000000,0.0,Gold,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3300W4G16-DGZ 8 GB,DDR4,3300000000,2,4000000000,0.0,Black / Gold,9.697,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3300W4G16-QGZ 16 GB,DDR4,3300000000,4,4000000000,0.0,Gold,9.697,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3333W4G16-DGZ 8 GB,DDR4,3333000000,2,4000000000,0.0,Black / Gold,9.601,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,AX4U3333W4G16-QGZ 16 GB,DDR4,3333000000,4,4000000000,0.0,Gold,9.601,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,Flame 4 GB,DDR4,2400000000,1,4000000000,0.0,Black / Orange,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,Gaming Series 1 GB,DDR3,1600000000,1,1000000000,0.0,Black,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Gaming Series 2 GB,DDR3,1600000000,1,2000000000,0.0,Black / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Gaming Series 4 GB,DDR3,1333000000,2,2000000000,0.0,Black / Silver,12.003,8,Non-ECC / Unbuffered,0.0
Memory,ADATA,Gaming Series 4 GB,DDR3,1600000000,2,2000000000,0.0,Black,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Gaming Series 6 GB,DDR3,1600000000,3,2000000000,0.0,Black,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Plus Series 4 GB,DDR3,1600000000,2,2000000000,0.0,Red / Silver,10.0,8,Non-ECC / Unbuffered,0.0
Memory,ADATA,Plus Series 6 GB,DDR3,1600000000,3,2000000000,0.0,Red / Silver,10.0,8,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier 16 GB,DDR4,2666000000,2,8000000000,0.0,Green / Black,14.254,19,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier 8 GB,DDR4,2400000000,1,8000000000,5.549,Green,14.167,17,Non-ECC / Unbuffered,44.39
Memory,ADATA,Premier 8 GB,DDR4,2133000000,1,8000000000,0.0,Green / Black,14.065,15,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 16 GB,DDR3,1600000000,2,8000000000,11.371,Black / Red,13.75,11,Non-ECC / Unbuffered,181.94
Memory,ADATA,Premier Series 16 GB,DDR3,1600000000,2,8000000000,0.0,Blue,13.75,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 16 GB,DDR3,1333000000,2,8000000000,0.0,Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 16 GB,DDR3,1600000000,2,8000000000,0.0,Black / Green,13.75,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 4 GB,DDR3,1333000000,1,4000000000,0.0,Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 4 GB,DDR3,1333000000,2,2000000000,0.0,Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 4 GB,DDR2,800000000,1,4000000000,0.0,Green,15.0,6,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 8 GB,DDR3,1600000000,2,4000000000,0.0,Black / Green,13.75,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 8 GB,DDR3,1333000000,2,4000000000,0.0,Black / Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Premier Series 8 GB,DDR3,1333000000,2,4000000000,0.0,Blue / Silver,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Supreme Series 2 GB,DDR2,800000000,1,2000000000,0.0,Green,15.0,6,Non-ECC / Unbuffered,0.0
Memory,ADATA,Supreme Series 4 GB,DDR3,1333000000,1,4000000000,0.0,Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,Supreme Series 8 GB,DDR3,1333000000,2,4000000000,0.0,Green,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2400000000,2,8000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3600000000,2,8000000000,0.0,Red / Black,10.0,18,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2666000000,2,8000000000,25.765,Black / White,12.003,16,Non-ECC / Unbuffered,412.24
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,4,4000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2666000000,1,16000000000,0.0,Red / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,1,16000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,2,8000000000,0.0,Black / Silver,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2666000000,2,8000000000,11.779,Red / White,12.003,16,Non-ECC / Unbuffered,188.46
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,1,16000000000,9.1,Black / White,10.667,16,Non-ECC / Unbuffered,145.6
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3200000000,2,8000000000,0.0,Black / White,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2400000000,2,8000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,4,4000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2400000000,1,16000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,1,16000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2666000000,4,4000000000,0.0,Black / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2666000000,4,4000000000,0.0,Red / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3200000000,2,8000000000,0.0,Red / Silver,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2666000000,2,8000000000,14.029,Black / White,12.003,16,Non-ECC / Unbuffered,224.47
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2400000000,4,4000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,2,8000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2400000000,4,4000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,3000000000,2,8000000000,6.605,Black / White,10.667,16,Non-ECC / Unbuffered,105.68
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2666000000,1,16000000000,0.0,Black / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 16 GB,DDR4,2400000000,1,16000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,3600000000,2,16000000000,6.836,Black,10.0,18,Non-ECC / Unbuffered,218.76
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,2666000000,2,16000000000,0.0,Red / Silver,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,2400000000,4,8000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,3000000000,4,8000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,2400000000,4,8000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,3000000000,4,8000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,2666000000,4,8000000000,0.0,Red / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,2400000000,2,16000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,2666000000,4,8000000000,0.0,Black / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 32 GB,DDR4,3000000000,2,16000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 4 GB,DDR4,2400000000,1,4000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 4 GB,DDR4,2666000000,1,4000000000,0.0,Black / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 4 GB,DDR4,3000000000,1,4000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 4 GB,DDR4,3000000000,1,4000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 4 GB,DDR4,2666000000,1,4000000000,0.0,Red / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 4 GB,DDR4,2400000000,1,4000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 64 GB,DDR4,3000000000,4,16000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 64 GB,DDR4,2666000000,4,16000000000,0.0,Red / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 64 GB,DDR4,2400000000,4,16000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 64 GB,DDR4,2400000000,4,16000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 64 GB,DDR4,3000000000,4,16000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 64 GB,DDR4,2666000000,4,16000000000,0.0,Black / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,2400000000,1,8000000000,0.0,Red / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,2666000000,2,4000000000,0.0,Black / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,2666000000,1,8000000000,0.0,Black / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,3000000000,2,4000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,3000000000,1,8000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,2400000000,1,8000000000,0.0,Black / White,13.333,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,3000000000,2,4000000000,0.0,Black / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,2666000000,1,8000000000,0.0,Red / White,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,2400000000,2,4000000000,14.432,Black / White,13.333,16,Non-ECC / Unbuffered,115.46
Memory,ADATA,XPG GAMMIX D10 8 GB,DDR4,3000000000,1,8000000000,0.0,Red / White,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D30 16 GB,DDR4,3600000000,2,8000000000,0.0,Silver / Black,9.444,17,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D30 16 GB,DDR4,3000000000,2,8000000000,0.0,Silver / Red,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D30 16 GB,DDR4,3200000000,2,8000000000,0.0,Silver / Black,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D30 16 GB,DDR4,3600000000,2,8000000000,0.0,Black / Silver,10.0,18,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D30 16 GB,DDR4,3000000000,2,8000000000,4.374,Silver / Black,10.667,16,Non-ECC / Unbuffered,69.99
Memory,ADATA,XPG GAMMIX D30 16 GB,DDR4,3200000000,2,8000000000,4.107,,10.0,16,Non-ECC / Unbuffered,65.71
Memory,ADATA,XPG GAMMIX D30 32 GB,DDR4,3000000000,2,16000000000,0.0,Silver / Red,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D30 32 GB,DDR4,3000000000,2,16000000000,0.0,Silver / Black,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG GAMMIX D30 32 GB,DDR4,3200000000,2,16000000000,0.0,Silver / Black,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 12 GB,DDR3,1600000000,3,4000000000,0.0,Black / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 16 GB,DDR3,1333000000,2,8000000000,0.0,Black / Silver,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 16 GB,DDR3,1600000000,2,8000000000,0.0,Black / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 16 GB,DDR3,2133000000,2,8000000000,0.0,Gray / Silver,9.376,10,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 4 GB,DDR3,2000000000,2,2000000000,0.0,Black / Silver,9.0,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 4 GB,DDR3,1333000000,2,2000000000,0.0,Black / Silver,13.503,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 4 GB,DDR3,1600000000,1,4000000000,0.0,Black / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 6 GB,DDR3,2000000000,3,2000000000,0.0,Black / Silver,9.0,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 8 GB,DDR3,1600000000,2,4000000000,0.0,Black / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 8 GB,DDR3,1600000000,2,4000000000,0.0,Green,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 8 GB,DDR3,2133000000,2,4000000000,0.0,,9.376,10,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 8 GB,DDR3,1600000000,1,8000000000,0.0,Black / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series 8 GB,DDR3,1600000000,2,4000000000,0.0,Black,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series v2.0 16 GB,DDR3,2400000000,2,8000000000,0.0,Black / Green,9.167,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series v2.0 4 GB,DDR3,1600000000,2,2000000000,0.0,Black / Green,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series v2.0 6 GB,DDR3,1600000000,3,2000000000,0.0,Black / Green,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series v2.0 8 GB,DDR3,2000000000,2,4000000000,0.0,Black / Green,9.0,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series v2.0 8 GB,DDR3,1866000000,2,4000000000,0.0,Black / Green,9.646,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gaming Series v2.0 8 GB,DDR3,2400000000,2,4000000000,0.0,,8.333,10,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Gammix D10 16 GB,DDR4,3200000000,2,8000000000,0.0,Black / Silver,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG Plus Series 8 GB,DDR3,1333000000,2,4000000000,0.0,Red / Silver,12.003,8,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D40 16 GB,DDR4,3200000000,2,8000000000,0.0,Red,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,3600000000,2,8000000000,16.029,Red,9.444,17,Non-ECC / Unbuffered,256.47
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,3200000000,2,8000000000,5.613,Red,10.0,16,Non-ECC / Unbuffered,89.81
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,3000000000,2,8000000000,4.062,Red / Black,10.667,16,Non-ECC / Unbuffered,64.99
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,2666000000,2,8000000000,3.937,Red,12.003,16,Non-ECC / Unbuffered,62.99
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,2666000000,2,8000000000,8.156,Black,12.003,16,Non-ECC / Unbuffered,130.5
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,2666000000,2,8000000000,9.635,Red,12.003,16,Non-ECC / Unbuffered,154.16
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,3000000000,2,8000000000,3.937,Black,10.667,16,Non-ECC / Unbuffered,62.99
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,3200000000,2,8000000000,5.974,Black / White,10.0,16,Non-ECC / Unbuffered,95.58
Memory,ADATA,XPG SPECTRIX D41 16 GB,DDR4,3600000000,2,8000000000,11.893,Black,9.444,17,Non-ECC / Unbuffered,190.28
Memory,ADATA,XPG SPECTRIX D41 32 GB,DDR4,3000000000,2,16000000000,0.0,Red / Black,10.667,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D41 32 GB,DDR4,2666000000,2,16000000000,0.0,Red,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D41 32 GB,DDR4,2666000000,2,16000000000,0.0,Black,12.003,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D41 32 GB,DDR4,3200000000,2,16000000000,0.0,Gray,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D41 8 GB,DDR4,3000000000,1,8000000000,7.499,Black / White,10.667,16,Non-ECC / Unbuffered,59.99
Memory,ADATA,XPG SPECTRIX D50 16 GB,DDR4,3600000000,2,8000000000,5.937,Black,10.0,18,Non-ECC / Unbuffered,94.99
Memory,ADATA,XPG SPECTRIX D50 16 GB,DDR4,3200000000,2,8000000000,4.999,Silver,10.0,16,Non-ECC / Unbuffered,79.99
Memory,ADATA,XPG SPECTRIX D50 16 GB,DDR4,4133000000,2,8000000000,7.499,Black,9.194,19,Non-ECC / Unbuffered,119.99
Memory,ADATA,XPG SPECTRIX D50 32 GB,DDR4,3200000000,2,16000000000,4.531,Black,10.0,16,Non-ECC / Unbuffered,145.0
Memory,ADATA,XPG SPECTRIX D50 32 GB,DDR4,3000000000,2,16000000000,4.546,Black,10.667,16,Non-ECC / Unbuffered,145.47
Memory,ADATA,XPG SPECTRIX D50 32 GB,DDR4,3600000000,2,16000000000,5.0,Black,10.0,18,Non-ECC / Unbuffered,159.99
Memory,ADATA,XPG SPECTRIX D60G 16 GB,DDR4,3000000000,2,8000000000,5.491,White / Gray,10.667,16,Non-ECC / Unbuffered,87.86
Memory,ADATA,XPG SPECTRIX D60G 16 GB,DDR4,3200000000,2,8000000000,4.999,,10.0,16,Non-ECC / Unbuffered,79.99
Memory,ADATA,XPG SPECTRIX D60G 16 GB,DDR4,3200000000,2,8000000000,7.662,Silver / Black,10.0,16,Non-ECC / Unbuffered,122.6
Memory,ADATA,XPG SPECTRIX D60G 16 GB,DDR4,3600000000,2,8000000000,0.0,White,10.0,18,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D60G 16 GB,DDR4,3600000000,2,8000000000,10.624,Black,7.778,14,Non-ECC / Unbuffered,169.99
Memory,ADATA,XPG SPECTRIX D60G 16 GB,DDR4,3600000000,2,8000000000,11.694,Silver / Black,9.444,17,Non-ECC / Unbuffered,187.1
Memory,ADATA,XPG SPECTRIX D60G 32 GB,DDR4,3200000000,2,16000000000,0.0,Silver / Black,10.0,16,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG SPECTRIX D80 16 GB,DDR4,3600000000,2,8000000000,8.124,Red,9.444,17,Non-ECC / Unbuffered,129.99
Memory,ADATA,XPG SPECTRIX D80 16 GB,DDR4,3000000000,2,8000000000,10.651,Red,10.667,16,Non-ECC / Unbuffered,170.41
Memory,ADATA,XPG SPECTRIX D80 16 GB,DDR4,3200000000,2,8000000000,26.166,Red,10.0,16,Non-ECC / Unbuffered,418.65
Memory,ADATA,XPG Spectrix D40 16 GB,DDR4,3000000000,2,8000000000,14.613,Red / Black,10.667,16,Non-ECC / Unbuffered,233.81
Memory,ADATA,XPG V1.0 16 GB,DDR3,1600000000,2,8000000000,0.0,Red / White,13.75,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 16 GB,DDR3,1600000000,2,8000000000,0.0,Black,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 16 GB,DDR3,1600000000,2,8000000000,0.0,Blue / Silver,13.75,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 16 GB,DDR3,1866000000,2,8000000000,0.0,Red / Silver,10.718,10,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 16 GB,DDR3,2133000000,2,8000000000,0.0,Red / White,9.376,10,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 16 GB,DDR3,1600000000,2,8000000000,0.0,Red / White,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 4 GB,DDR3,1600000000,1,4000000000,0.0,Red / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 4 GB,DDR3,1600000000,1,4000000000,0.0,,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 4 GB,DDR3,1600000000,1,4000000000,0.0,Blue / Silver,13.75,11,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 8 GB,DDR3,1866000000,2,4000000000,0.0,Red / Silver,10.718,10,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 8 GB,DDR3,1600000000,2,4000000000,0.0,Red / Silver,11.25,9,Non-ECC / Unbuffered,0.0
Memory,ADATA,XPG V1.0 8 GB,DDR3,1600000000,2,4000000000,0.0,Blue / Silver,13.75,11,Non-ECC / Unbuffered,0.0
